text,label
@ynn31z Souvent des gros front et des contours lointains qui s’y cachent,bullying
"@YNS2__ Ferme ta gorge on a aucun contexte pour savoir ce qui c’est passé, peut-être que Benzema a eu un assez gros… https://t.co/Qku7VQK2VU",none
@YohannHzd93 @blaugranagunbai Ahahaha le gros mytho 😂😂😂😂😂😂😂😂,none
@YoshimitsuXGen En gros Miura (berserk) était un pedophile,hate_speech
@You92ka @fachezvous HAHAHAHA MÊME MOI IL MFOUTAIT TROP LA MORT CE GROS CHIEN,hate_speech
@young_Alanzk @Chris_Attala @Mtieuf @ViaWar @Etleau @ActuFoot_ Jamais c'est seulement les gros dégénérés d'extrême… https://t.co/120aGU2uLe,hate_speech
@YungNegrowski c’est pas miss pute hein,sexism
@YvskoRMA We en gros tu sais pas,none
@zanixFCB @Mickcoollegende @lasource75006 Oui fils de pute,hate_speech
"@Zashi_7 1. Luffy’s de pute
2. Zororonoir
3. BOONNN-CHAAANNN",sexism
@zazafontaine42 ☀️😇☀️😇☀️😇☀️😇bon dimanche et gros bisous l'ami☀️☀️☀️☀️☀️☀️ https://t.co/6CtXXTt1kk,none
"@zazafontaine42 Bonjour douce Isabelle  ⚘💞
Comment va mon amie ce matin  ...
J'ose penser, que tu vas bien  mon ami… https://t.co/AFwv2BIRgI",none
"@zazafontaine42 Coucou 👋 Zazouille 🌹.                                   Je te souhaite un excellent Dimanche, très… https://t.co/Ox1KteGN4U",none
"@zazafontaine42 Merci douce Isabelle 🌹😙
Tes amies peuvent être d'un bon conseil , mais écoute ton coeur également .… https://t.co/RVp2apNHlW",none
@ZeComplotiste @mrymwang @love4yeppiyeppi Encore un débile qui regarde des vidéos fake news et complotistes sur you… https://t.co/biZPTj9VDk,hate_speech
@Zemorita Bonjour ma belle. J'espère que tout va bien. Pour moi moins de douleur aujourd'hui. Ouffff mais mon kiné… https://t.co/h6M6vN5PPq,none
"@zenk_o1 gros j’viens d’en racheter 4 là, jvais y retourner
moi je les prend à nike factory pour 7€ les 3",none
"@zeuquich @WilliamMartinet Aucun migrant ne rester en France, c'est juste un passage pour eux.",racism
@zodiaaque_ As u should en gros (moi aussi et c'est toujours le cas aujourd'hui),none
@zogg_VI @JeanMarcTrappie @Francois_Cherix Bel exemple d’argumentaire débile qui pourrait s’appliquer à n’importe q… https://t.co/tljwVfAVSM,none
"@zouzou16560 Un couple d'ami 2 enfants, -de 30 ans, elle a de gros problèmes de santé dont une grave dépression ave… https://t.co/MitUgRv6FH",none
"@zouzoubchka Les plus futées font les deux, et certaines on rajouté leur grand drame personnel (cancer, mort, harcè… https://t.co/85nSrCGYMG",none
@zyuzzz @JeromeColombain @AvgeeksFR @SAFRAN C’est le principe des « tracteurs » qui repoussent les avions. Mais il… https://t.co/U8tVVF010b,none
"@ZZidanho @JZO2022 @Sambibi4000 C'est vous qui êtes fou, ça fait 10 ans qu'on connaît les danger des réseaux, les g… https://t.co/MeJs1164VM",none
+ Alvarez qui a l'occasion de gagner son premier gros titre,none
100% un gros oui  👍 https://t.co/SYCWAas2mZ,none
17 matchs en 60 jours : le gros calendrier du Real Madrid après le Mondial https://t.co/msv3Jf4Ayd,none
"18 décembre : journée internationale de lutte pour les droits des migrant.e.s.

Soyons réalistes, demandons l'impos… https://t.co/goxrqVhIqm",none
18 pige elle a chamboulé tout les negro de france https://t.co/NVfFdhzTQE,racism
"2022-2023 et vous savez pas que même avec un gros BANGTAN ONLY en bio, on écoute plein d'autre artistes à côté.",none
"A @HELENA_KAREL_ bonjour mon coeur, ma puce d'amour,  je te souhaite un DIMANCHE plein de soleil, plein d'amour, pl… https://t.co/PVzPLVXZP3",none
"A l'occasion de la Journée internationale de la migration, ONU Femmes rappelle l'importance de la protection des mi… https://t.co/bo3elfpUYz",none
"A Montpellier, notre pays s'appelle solidarité.
Journée internationale des migrant•es. https://t.co/vLe2wPEOXX",none
à chaque fois vous êtes en mode comment on peut arriver à ce point et après vous insultez la personne?? vous vous d… https://t.co/QTXwcEmkXT,bullying
"À chaque fois que vous dites oui à quelque chose, vous dites automatiquement non à d’autres.
En gros, chaque oui es… https://t.co/mbaIFNrtFi",none
"À un moment, faudra qu’on arrête ce cirque du gros bonhomme blanc avec de la neige sous les tropiques. https://t.co/k41qIdsq6r",none
« mais t’es un renoi » ????? https://t.co/tU9m6qcTxR,racism
« sale pute » psq j’ai pas répondu à un chien dans la rue non mais je rêve,sexism
"« Si t’es ferme, personne te tourne autour ». Le harcèlement, cette légende urbaine 🙃 (sans parler de l’histoire de… https://t.co/79AdA29S8Y",none
« T’es renoi tu préfères Dealer » 🤨🤨 https://t.co/l9Qc89NyVj,racism
ça fait longtemps que la grosse pute a pu fait de fc insta pour me pister,sexism
"Ça devient gros vos ficelles de cautionner la pédophilie en faisant dérivé le sujet sur autre chose hein. 

Elle dé… https://t.co/jvn3PnHkKT",none
"Éteignez-moi ce peuple nazis pitié, qu'ils pleurent ces gros racistes. https://t.co/FFW6kReoA1",none
"Aaah nan j vais pleurer 😭 
Un gros coup ça peut faire mal mais j veux pas me battre avec mon fandom 😭… https://t.co/ZitUMausRa",none
Ah oe encore une renoi https://t.co/RDaw4dX3DB,racism
ah ouais la conne https://t.co/Vf1y9jVIzn,bullying
Ah tiens un gros fils de pute parle. https://t.co/T6MA20kypW,hate_speech
Ahahahaha mais tu délires gros https://t.co/mC5vsi7Zt4,bullying
Aller bz vos mères les pute faites marcher vos metro déjà bande de gros fils de pute https://t.co/jj9xpFfzwM,sexism
"Aller un petit Diablo à 96.66..666...666...666 USD. 🤣🤣
En gros, vends ton âme au diable et fais toi Cucker. Cette m… https://t.co/HgWxxgUeqq",none
"Anale ou vaginale 😄😁, plutôt connasse @sandrousseau https://t.co/K5hMaiQSlR",sexism
att le gros poulet il est côté conducteur là https://t.co/3heG5yKozM,none
"Attend, attend, t as un renoi qui a accepté de faire un feat pareil???! https://t.co/am8OrvyTNA",racism
au fait c’est des renois qui ont inventé l’arabe :)),racism
"Au gros nous serons mancuniens, ici c’est citizen et basta https://t.co/SkkYG2rreb",none
"Aujourd'hui, 18 décembre, c'est la Journée Internationale des Migrant·es ! #MigrantsDay 

Nous vous proposons de (r… https://t.co/mSwiFz208O",none
Avant j’étais là 15 pq j’étais petit et skinny. Maintenant je suis la 5 pq je suis petit et j’ai des gros nibars https://t.co/WObsAC29Jy,sexism
Avc tt ce qui ce passe je vois pas comment un rebeu qui a la double nationalité pourrait accepter de jouer pour l’équipe de France,none
"Avec tous le respect, mais un gros coup de genou dans la tête est c’est fini. https://t.co/z5GLO7H20M",bullying
Awe made t’es un renoi ??? Jte softblock direct  https://t.co/BVskq3GbLM https://t.co/1sh67XI0tO,racism
Beba qui s’étonne de mes gros pets destructeur alors qu’elle dort toutes les nuits son gros nez collé à mon fion,bullying
"Benzema est / a été conseillé par ce type de personnes mdr 
Comment vous voulez qu’on le prenne pas pour un débile… https://t.co/akye9qoFOI",hate_speech
"Bidonnage ! Le ""marché carbone"" permet à des gros pollueurs de polluer à volonté ! https://t.co/MTXB4WoM9K",none
"Bon dimanche les amis 🥰❤️
Aujourd'hui full M+10 pour vous aider pour vos coffre et Raid Hm viewers 19h30, et encore… https://t.co/7KuGV8hE7U",none
bon faut j'aille faire du sport là aller gros lard,bullying
"Bon, jour de finale, tous les bandeurs de l’argentine vous êtes des gros suceurs, je veux même pas vous entendre après le triplé du Kyks.",hate_speech
Bon…. petite Clim pour Léa fans de Blue Exorcist.. Les gens ne veulent carrément pas un anime original mais un anim… https://t.co/FIhBnW486V,none
Bonjour bonne journée gros gros bisous 😇💨💦💋💋💋 https://t.co/lxhmzUHhpA,none
"Bonjour mes amis,
Comme hier, je me presse de vous souhaiter un très doux dimanche de décembre 🙏✨💝
Vu le chantier e… https://t.co/KJRkhaUzi0",none
Bonjouuuuuur mes Pioupious j’émerge à peine il faut dire que la nuit fut très courte… gros bisous et bon dimanche à… https://t.co/FhTJfKHN8K,none
Brade Pitt A Gore Gone Zola du Brésil &amp; il FO que tu la Décode Fissa MA Bell Valérie bègues dénuée du Gros Lapin Bè… https://t.co/r7R67OTzUO,sexism
"Bravo Rémi 👏 bonne rentrée chez les "" gros "" Bonnes Fêtes et à bientôt à Mathon. Salut oyoman ❤🖤💪👍 https://t.co/10oUYbdwnO",none
c trp bizarre dappeller ube meuf maman dès que vous voyez qu’elle a d gros seins mddrr,sexism
"C un blanc qui a créé les personnages Marvel, mais y a quand même des renois qui défendent Black Panther comme ci c… https://t.co/SdC1hyO7SQ",none
Ca va être certainement le plus gros flop de la décennie https://t.co/qoERhXBxqF,none
"C’est bon maintenant vos pays sont éliminés ont peut arrêter avec la zumba meilleure CDM de l’histoire ou pas ? 

M… https://t.co/C0TSKOr5BH",none
c’est connu : tout le monde connait sur le bout des doigts one piece !!!! fils de pute va https://t.co/Vdck7YawUQ,hate_speech
C’est le raisonnement le plus débile que j’ai jamais lu https://t.co/8rjOQVwAYq,none
"Catsitting réussi avec Laszlo, gros pépère qui a été récupéré dans la rue par une association et qui est devenu une… https://t.co/dgOKufGcqc",bullying
"Ce gros cafard est resté des mois à ronfler comme un gros porc dans ma chambre avec sa fille. 
Elle a péta des truc… https://t.co/mfB7jsmh13",hate_speech
Ce soir la coupe du monde !! Ça va être un gros bordel 🇫🇷🇫🇷,none
"Certains politiques peuvent se dire :
""J'ai eu un gros problème d'élection""",none
"c'est absolument pas de la faute de Undead Unluck si l'adaptation de Stone Ocean vous a déçu.

Surtout que la récup… https://t.co/QNzSa3C9Sw",none
C'est débile mais j'aime bien l'initiative 😂💪 https://t.co/y6R8uEo0wP,none
C'est du harcèlement là laissez nous aimer le foot trkl https://t.co/FysrySuq1I,none
"C'est un projet qui lui a pris des mois et des mois, son plus gros projet les reufs donc allez stream à balle svp https://t.co/bggS6iSUXu",none
"C'est un vieux qui fourre le cul d'une pute quand tout à coup son fils rentre dans la pièce et lui dit ""Oh putain ça c'est une déchirure """,sexism
Cette enfant de svlope qui insulte et qui bloque tous de suite mdrrr bande de gros fils de pvte 🇫🇮⚔️ https://t.co/rQhycwcOoH,hate_speech
"Cette fierté que ces fils de pute prônent… 

J’espère il savoure son voyage en enfer",hate_speech
"Cette mentalité de je préfère voir Messi soulever le cdm que l’équipe de France même si je suis français , y’a qu’e… https://t.co/AcCaG34Saz",none
Chui vrmt un gros cave en ce moment je dégoupille tt ce que j’ai sur les autres je m’en rends compte,none
"Comme le précise Sandra Regol, c’est du harcèlement contre les villes dirigées par les verts. Pour le reste si la p… https://t.co/Vt1BSPi9BU",none
Comme quand on aborde le sujet des urgentistes ces gros nul qui réduisent en esclavage les jeunes et pu il n’y a au… https://t.co/crWi7ht891,hate_speech
comment bereal ça prend la teeeete wsh c l’heure de ton be real c l’heure de ton be real OH g pas envie fils de pute,hate_speech
Comment elle est conne https://t.co/EZE0FsEinJ,bullying
comment j’ai horreur des rebeu qui joue les renoi,racism
Complètement débile https://t.co/C6WmRt04Bt,bullying
"Congratulations, Dr. @Eniola_Gros!!! https://t.co/viSTzJQ2Mu",none
"Coucou les Ami(e)s 🤗
Bon dimanche cocooning si vous pouvez, dehors il fait très froid  -4°
chez moi🥶. C'est pas gra… https://t.co/aBhgweZ224",none
"coucou twi! ❣️
sur insta j’organise un gros concours si ça vous botte !! 

https://t.co/jn0xVqGqOX https://t.co/Yynbt8gwGZ",none
"Cowboy bebop c'est bien ? 
Donne ton avis en commentaire lâche gros pouce en l'air comme Natouf",hate_speech
"Critiquer les gens qui disent bien vouloir voir Messi soulever la CDM, pour juste après enchaîner par un ""quel gros… https://t.co/kxXpOTZG73",none
"Désormais seul dans le groupe #BoycottQatar2022 , il rêve secrètement à une victoire Argentine.
Que les gros beaufs… https://t.co/qSHFYKUYw3",none
"Des législateurs Américains demandent à Activision, EA, Epic, Microsoft, Riot, Sony, Valve et d'autres, des informa… https://t.co/KdFvt5I2dQ",none
"Devient ? Les fans s’attaquent à Benzema après sa nouvelle publication, « Il devient débile »… https://t.co/YF3TLyGgOw",hate_speech
"Différence entre un petit calibre et un gros calibre.
Explication courte en vidéo ⬇️ https://t.co/gsHNRmVZWV",none
dire des choses blessantes d’une personne qui vous a littéralement rien fait ça montre vrm un gros manque d’intelli… https://t.co/NybK0wKrvR,none
"DIRECT. Guerre en Ukraine : après les bombardement russes, Zelensky déplore «de gros problèmes d'alimentation en ea… https://t.co/JoM0f5iZc1",none
Dit t’elle alors qu’elle est en chien sur les renois Tchip 😂😂😅🤣🤣😭😝 https://t.co/GhkRTjn5vP,sexism
"Donc après avoir banni « Poupette » de mon Twitter d’air que je le fasse aussi pour Yousra ??
ARRÊTEZ DE DONNER DU… https://t.co/WdgXZ0WVme",none
Donc je fais un gros doigt à ceux qui ont déchargé leurs haine contre moi juste pour avoir dit des vérités sur Deni… https://t.co/Wwg9K8FU6r,hate_speech
Donc la mode des gros front c grâce à @rihanna ou bien,none
Donc là y’a achraf hakimi qui se fais soudoyer par massyle le gros pede je chiale de rire,homophobia
"Donc pour i24 et des journalopes et les gros médias lèche bonbon, être militant pour contre l apartheid fait de lui… https://t.co/VZCXERt18y",hate_speech
Donc tous les supporters argentins sont racistes en fait ? Mdrr des que y en a un qui commente mes tweete je vois l… https://t.co/EORIbdmbUE,none
Drake doit aller en prison ce fils de pute https://t.co/XU1L64YSjX,hate_speech
🔴Puté noël ça approche vite  !boutique https://t.co/qnF9seSgZ8,none
"🇫🇷 Pour la journée internationale des migrant.e.s, découvrez l’entretien avec @Shoshana_Fine : ""Politique extérieur… https://t.co/xDnq4MF5dR",none
"🎥 LE PLUS GROS COMEBACK DE L’HISTOIRE ! 𝜕dalvincook marque un TD de 64 YARDS, et 𝜕TheeHOCK8 marque la conversion à… https://t.co/MDv2xE8qRo",none
Elle est conne ou quoi https://t.co/JrsI5zTTgf,bullying
"Elle est vraiment très très forte , ou très très conne , Votre avis SVP @sandrousseau ? #NUPES,#EELV , la dès putes https://t.co/daRX1BpwZ4",none
Elle m’énerve cette grosse conne la https://t.co/0VCKdMs9vq,bullying
Elle va lâcher un gros twerk en direct l’émir du Qatar il va peté un câble https://t.co/ZZdwkjlbBu,none
"En anglais mais ça donne quelques infos sur la différence entre les skis Fisher et les autres, et les gros écarts d… https://t.co/UTJeft77L2",none
"En fait les meufs elles ont jamais le droit de se tromper en fait ? Quand elles s'intéressent à un truc de ""mec"" ça… https://t.co/MhyFnoyD3y",none
"En fait volo, c’est le sangoku réel.
Il quémande de l’argent au monde entier pour en faire un gros tas. Mais que va… https://t.co/KKBLGf2EzP",none
"En gros ce qui lui faire peur c'est l'usage de la force par les autres pays que le camp occidental,
Depuis les anné… https://t.co/6NVdBxm2LD",none
en gros g juste pas ft l’amour la gav et le plan a 3 quoi,sexism
En mode c'est que les stay qui vont  remplir les 40k places de la salle et que tout le fandom est trop débile pour… https://t.co/sPgU1wSVFJ,none
En olus si on suit sa logique débile l'argentine est une equipe européene aussi. https://t.co/IAXP3fyUk4,none
En Sah sachant que les armys sont majoritairement des gros fans de musiques tu peux parler avec oklm 🧍🏾‍♀️ https://t.co/BAo9lx2TYV,none
En vrai qd tu regarde les equipe de la France Allemagne Brésil Espagne Portugal c la tu vois messi il a pas de gros… https://t.co/Lt36BviOuX,none
"Espèce de gros fils de pute, t’es né en France tu te prends pour un catalan, wAllah que vous êtes les plus gros CHE… https://t.co/XvRRuaQ7IM",hate_speech
Et comment tu défend des mecs qui vont tabasser dans les rues avec dés objet contendant et dangereux des supporter… https://t.co/83HbG94L0n,none
"Et de vocabulaire.  Tu commences par ""gros calin"" c'est pas satisfaisant,  donc  tu finis par parler de zizi, testi… https://t.co/6fyB2qT7Eh",sexism
"Et donc la partie 3 est dispo sur Patreon en audio et en vidéo, rejoignant ainsi : 

- MEGA MAN 7 - La Croûtique (a… https://t.co/d2kA92PVl4",none
Et gros faut arreter avec la narrative du suicide des parents qui DETRUIT des enfants t’es pas dans leur tete en fait,none
"Et j'espère qu'il se fera quotidiennement enculer sans lubrifiant par un gros afro-yankee doté d'un 28,7 bien veiné. https://t.co/XTqP9ByzTo",racism
"Et oui, ces gros raslars 

Tu peux pas supporter autant de racistes quand t’es noir ou arabe imo. 

J’ai toujours f… https://t.co/aik3ilXFIm",none
Ethann me dit dans ma classe y a une fille qui dit des gros mots tu sais elle dit quoi comme gros mots ? « Starfoullah » 😭😭😭😭😭😭😭😭,none
Fait pas le gros j’ai les croc,none
faut faire des vols spéciaux pour les gros ou ils devront pedaler pour faire avancer l’avion https://t.co/u6uy8AYImw,none
Fils de pute,hate_speech
Fin de l’intrigue : road trip en amoureux en foodtuck et gros f*** aux parents. Et la story de Mika prend tout son sens ❤️,none
"Franchement je peux croire au métisse ""Sans vice"" parce que en vrais on choisit pas de qui on tombe amoureux mais l… https://t.co/IzOiOxC0Fa",none
game reroll Lux 3 pcq augment 180% je joue comme un débile je roll quand faut pas mais je top 4 pcq j'ai bien placé ma Taliyah 😎,none
Go chercher les bières pour 16h.. un gros match nous attend 🇫🇷,none
"Gros bisous Natacha. 😘😘😘😘J'espère que tu vas bien. Bon dimanche et bonnes Fêtes à venir.

#TeamHallyday… https://t.co/NI1rS6bllw",none
gros coup de cœur https://t.co/0ps6a7vLRE,none
Gros film d'intello ce matin https://t.co/uqx9OCd8l1,none
gros GG à vous @OUIGO,none
Gros j’aime trop sa manière de combattre. comment c’est un bg de ouf alors qui se fait castagner,none
Gros les prix du MIK mdrrrrr même le Music Bank n'a pas osé faire une cat1 a ce prix là https://t.co/TDrq0amxiw,none
Gros ménage à la maison avec bibou 👌♥️,none
Gros mood d'aller au ciné tout.e seul.e,none
Gros mood de se faire rajeunir par tout le monde ouin,none
Gros petou dans la loge,none
gros play @ymir1708 va écouter mv https://t.co/KmgokgdbCu,none
Gros prouveur sah on s’en fiche complètement de ce que tu fais le 31 https://t.co/4JCTNoyQXv,none
Gros scandale entre Gianni Infantino et Achraf Hakimi : « Ce qui s’est passé dans le tunnel.. » https://t.co/9tEfNBrFZt,none
Hahaha super idée. Deschamps mérite un milliard de fois la victoire et les honneurs. Il représente la France mieux… https://t.co/wal5TlMFxb,none
"hallucinant!Ce médiocre est grandiose,si il n’était surtout,et avant tout,corrompu:Il le porte sur sa bobine!Décidé… https://t.co/pwj9BDfKUU",none
Hier je téléphone chez mes parents pour savoir si mon père va mieux (gros rhume qui le faisait faire plusieurs sies… https://t.co/tQfaDoZqSX,none
Hier mon boulanger m'a indiqué que cela ne le concernait pas l'augmentation de l'électricité car il était en dessou… https://t.co/J5P8uTx8ok,none
"Houla, vous allez me dire, encore un truc compliqué, on va rien comprendre...
Calmez vous, on va y aller doucement.… https://t.co/1vBgbL1SId",none
"https://t.co/2vS3jKtXpf
Je suis resté dans la salle jusqu'au bout et la musique c'est gros banger",none
il à louer un ibis pour la bousiller ptn c’est ce genre de negro qui dérègle le marché https://t.co/HpnpF944CF,racism
Il avait quand même un très gros cerveau Gérard Bloch,none
Il doit avoir une toute petite 🍆. Je ne vois pas d’autre explication plausible à ce balletti grotesque de gros 4x4… https://t.co/XJxkAV2HpH,sexism
"Il veut quoi ce fils de pute, sale clochard va te faire enculer https://t.co/ihEac9ZX8W",hate_speech
Il y a un gros clochard qui a fait à première vu une marche arrière et qui s’est barré,hate_speech
il@veut quoi ce gros fdp 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ https://t.co/86Pjbo1GB4,hate_speech
"ILS DOIVENT BIEN SE MARRER LE COUPLE FACTICE (LA PUTE ET PÉDALE) DE L'UKRAINE, DE VOIR LES STUPIDES CONS D'EUROPÉEN… https://t.co/WMlhCGkwI2",hate_speech
Ils envoyaient des missiles de fou gros c pas le 1er celui là https://t.co/5yWePL3ld8,none
"Imagine t'ouvres une pizzeria un jour et tu décides d'appeler tes pizza ""Peggy ma cochonne 🫦"" et ""La pastraweed mais sans weed""",bullying
"Impressionnant quand on ne s'attarde à aucun détail. Ridicule quand on se concentre sur un seul lec rouge 
Je vous… https://t.co/kH3yLt8RHd",none
"Indice:
Un gros bac à sable.",none
Interviewer des gros racistes là comme ça et surtout transformer les propos mdr 💀 certains d’entre nous comprennent… https://t.co/PyAre0Q4Ys,none
"J5 - #PIFFF2022

#H4Z4RD -  Jonas Govaerts

Trame et rebondissements classiques mais avec une énergie dans la mise… https://t.co/a0qL4epLmD",none
j’ai bien fait de pas économiser j’aurais été là comme une conne https://t.co/lOGyRynO9u https://t.co/PqzXuu1QDK,none
J’ai du supprimer un tweet ou j’me suis archi mal exprimée sur le tweet d’une meuf tlm m’a pris pr une jalouse aigr… https://t.co/mgYg4afx5c,none
J’ai envie de la gifler comment j’ai la haine à la base je l’aimais bien mais là j’peux plus elle fait trop la bête… https://t.co/oLUbbr7X0q,hate_speech
J’ai jamais vu un aussi gros csc de toute ma vie https://t.co/kgaQMhOyGa,none
j’ai même pas pris espagnol au collège et j’ai compris que c’était dES GROS RACISTES ALLEZ VOUS FAIRE FOUTRE https://t.co/aWneU1eWXe,hate_speech
J’ai quitté la montagne juste avant la saison du ski je suis une grosse connasse,none
J’aimais bien l’ambiance argentin mais j’ai appris que c’était des gros raciste https://t.co/sE7l6xN4uu,none
J’aurai eu une casse j’aurai sonner en bas de chez la conne pour y aller au urgence !,hate_speech
J’crois g un soucis avec l’alcool j’arrive pas trop à me rappeller d’hier ça c enchaine si vite mais en gros g insu… https://t.co/2WVtwbp26t,none
"J’espère @JLTomy  il wype a son Retour,,  trop gang avec un gros projet sa serait trop , la la lspd c trop ahahahha",none
J’espère pour elle que c’est une fake sinon elle est débile 😂 https://t.co/KV1AwmeiNp,bullying
J'ai retrouvé mes enfants ❤️‍🩹 ptdrrrr alvaro il est devenu gros la faute à ma mère je pense,none
jaime pas les 2 mais y’a des questions qui se posent pas c’est comme si tu me  posais la question c quoi les deux p… https://t.co/5CgAJC2lMA,none
j'avais de plus gros bras à 14 ans c'est tendu quand même,none
JAYAHAHAHAHAH c’est le plus gros flop que j’ai jamais vu https://t.co/cW8Sb4lom6,none
J'crois pas que Messi fera un gros match aujourd'hui !!!,none
Je crois elle a pas capter qu’il y avait des renois muslim https://t.co/ThU7UQIUeb,racism
"Je défends pas l'autre débile non plus, elle sont tte les deux à l'ouest.",bullying
je déteste quand cest écrit en gros gras comme ça 😐 https://t.co/0b1GAmo2td,none
Je l’es aime bien mais c’est des grosse merde il on jamais quitter leur mère tout l’année il sont a iep dans les cl… https://t.co/T517C9h0Wi,hate_speech
je me sens vraiment conne,none
Je m'inquiète de ce harcèlement incessant de l' #Ukraine qui demande encore et toujours des armes de plus en plus s… https://t.co/SMYRMsbh8u,none
"Je prends mon pied sur VV5 🤷‍♂️
V je le trouve fade et synthétique et ces nouveaux titres me confortent à la réécou… https://t.co/VglPLiIJA0",none
Je sais pas si c’est parce que je dois être aigris ptdr mais insulter ça meuf de sale pute même pour rigoler ou aut… https://t.co/W1iVOwBYsp,none
Je sent la beuh citron gros je sent pas le bois d’argent,none
"Je suis choquée, en attendant un sdf (non migrant) est mort de froid à Nantes. https://t.co/IAEptnhggG",none
je suis sûre que certains avant de sortir se disent “ta mère la pute si t’es pas poli” comment c’est possible d’être aussi mal éduqués,none
"je suis une geisha, tu me touches, tu me prends pour une pute malgré moi et en plus tu paies pas, tu amènes en envo… https://t.co/2NfDLrC9p9",sexism
Jenleve mon maillot jsuis sappee comme une casseusse ⚰️ gros cargo noir et technique nike et parka,none
"J'entends le chant des morts, les cris de l'inhumain
Du viol de la planète sous les mines de sang
Tu le sais bien i… https://t.co/4D7zzJnsXN",none
joueurs prometteurs de la scène. Franchement si l'idée est un gros flop calculez même pas mon tweet mais si vous pe… https://t.co/0tOnXvhDE0,none
"J'suis peut être juste une connasse mais imo faut pas prendre personnellement le fait que son adversaire pop off, l… https://t.co/HPl66aWTAF",none
"juste envie de te dire de taper ""kliff undersn"" sur la barre de recherche google parce que ca va très dur — euh est… https://t.co/4ti5qoS9nw",none
jv crever de rire écoutez j’me suis jamais sentie aussi conne et honteuse d’avoir cru en quelqu’un et ça veut venir… https://t.co/qVESxzYMDT,none
J'vois les critiques sur le segment de Bray Wyatt à SD et perso j'suis grave mitigé. Wyatt est badass etc mais bord… https://t.co/rKNLShZZjW,none
Karim Benzema est un immense fils de pute,hate_speech
La @RATPgroup @ClientsRATP j’espère vous aller bien crevez avec une mort lente et douloureuse bande de gros fils de… https://t.co/OUfEsK94rc,hate_speech
La clé du match sera avant tout mentale aujourd’hui. Ils vont sûrement tenter de mettre un gros impact physique au… https://t.co/s1Btg7v7HV,none
la conne s’endort à presque 4h et se réveille automatiquement à 9h c bon,bullying
"LA DA EST JUSTE SUBLIME, Elle va tellement bien avec le style du manga. Franchement là on tient quelques choses de… https://t.co/6KwJQ68zi9",none
"La France gagne aujourd'hui, pute argentine",hate_speech
La grosse patoune de mon gros bébé https://t.co/Mggcp5rzIj,none
La même logique revient sur nos rebeus évident là c’est un raisonnement pre islamique,racism
"La note de 7 pour les Guests c'est pas vraiment mérité car les Guests sont lourds, juste c'était la dernière date d… https://t.co/97CE3gFdAV",none
La pizzéria que j'ai quitté suite au harcèlement vaccinal du gérant de cet établissement. https://t.co/hfadMXRWhK,none
"la troisième fois folle de rage j’ai insulté le gars, voulu me battre mais il n’a MEME PAS bougé ni meme repondu. 
ces gros lâches",hate_speech
"là en gros
on sait pas s'il y aura des trains dans les semaines à venir ?",none
L’un des plus gros chef d’œuvre de l’histoire de l’animation japonaise https://t.co/4W4Fkh5Qwo,none
L’un des plus gros classiques des spaces https://t.co/S4ygJNfOW9,none
Lés fan de one piece j’ai peur de vous https://t.co/xvmE0O9qLt,none
L'affûtage des griffes est aussi pour #GrossesPatounes un moyen visuel et sonore de montrer aux humains sa satisfac… https://t.co/u4u2s3Ym2C,none
Lancement de mon gros projet 2023 : l'@Apothicast !!! Plus d'infos par ici ⬇️⬇️⬇️ https://t.co/faCfImQkue,none
le boug donne consciemment de la thune à un fils de pute qui va utiliser cette thune pour continuer à diffuser sa h… https://t.co/mGswfSYcOr,hate_speech
Le cas yousra la je vois certain tweet de maghrébins je comprend mieux pk y a les renoi qui disent qu’on est racist… https://t.co/eodQww5qcC,none
Le cerveau détruit par votre idéologie de débile je vous déteste. https://t.co/AYdHqDMQCE,hate_speech
le daron est tlm gros quan il bat ma daronne il proc une stack d'Hearthsteel le batar,hate_speech
Le gros gros but de K Andre Miller https://t.co/vAFT7G3yvt,none
"Le mec a qui Raymond répond  s est pris un gros scud

Dommage il est sans doute incapable de le comprendre https://t.co/aPEoPrLFUe",none
le mec y se vexe prck je lui ai dmd si c'était un fake déjà gros bb et en plus il a le culot de tweeter et de me di… https://t.co/LqrpR6l4pz,none
Le pitoyable ns fait encore son no d’ado attardé excité comme 1 gamin pr le foot … la FR se meurt mais il n’en a ri… https://t.co/kxqHvw8Srl,bullying
Le plus gros bidonville d&amp;#39;Europe se trouve en France https://t.co/dtF9F04Iub,none
Le plus gros poisseux de l’histoire c’est lui. Mettez tout votre argent sur la France. C’est écrit https://t.co/r7jh2yLrum,hate_speech
"Le régime du gros Kim va finir par faire une erreur et nous allons tous regretter de l'avoir laissé faire.

La Coré… https://t.co/MChAh5OKp5",none
"Le storytelling autour de Messi LaPupuce est insupportable, j’en appelle à tous mes rebeux/renois du 75,91,92,93,94… https://t.co/IdJWImSATd",hate_speech
"Les 3

Professionnel, rien n’a changé.

Amical : Des personnes avec qui je croyais vieillir se sont révélées être d… https://t.co/o9rjUWPjs1",none
Les américains qui ont pour stéréotype des français qu’on est aigris c’est le plus gros csc que j’ai pu voir je le… https://t.co/JvURfgFFkP,none
"Les français les plus gros hypocrites, ça souhaité la mort à Mbappe pour un huitième de l'Euro (leur a donné la CDM… https://t.co/qsh2Q2Xr5c",none
