Line,created_at,user_id,text,label,label2,to be removed,merged_labels
4354,Sun Dec 18 08:35:07 +0000 2022,2950900429,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
3793,Sun Dec 18 08:50:52 +0000 2022,2952835102,@myriampalomba @flyentist Elon Musk est un gros taré psychopathe,,insult,,insult
4713,Sun Dec 18 08:23:06 +0000 2022,2953034200,@Keepomeister regarde cette dinguerie de fou furieux gros je suis si hyper jvais me mettre tt nue la https://t.co/ClqBSgK1Ed,,harassment,,harassment
3305,Sun Dec 18 09:04:07 +0000 2022,"1,55E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
4000,Sun Dec 18 08:45:41 +0000 2022,2963906961,"@booguyblues76 @GilbertCollard C était du second degré la couleur de peau ""Poulbot-blaireau"" ! T es un peu comme Gl… https://t.co/FcWH3KgWEc",,none,,none
3276,Sun Dec 18 09:05:08 +0000 2022,2967609741,@Laurencegrouzi1 Merci beaucoup Laurence ❤️ gros bisous 😘😘🎄🎅🎍☃️,,none,,none
5249,Sun Dec 18 08:04:20 +0000 2022,2969510152,@mariana17385773 Bonjour Nathalie bonne et belle journée bonne semaine de vacances 😘😘😘 gros bisous,,none,,none
4546,Sun Dec 18 08:29:01 +0000 2022,2973478132,"RT @YungNegrowski: Je suis choquée. Tu es policier, une fille vient te dire qu’il y a des traffics sexuels, de la pedocriminalité et du cyb…",,denigration,,denigration
5274,Sun Dec 18 08:03:21 +0000 2022,2973515211,"@FeminismeEELV @LGBT_EELV @Cha_Minvielle @mlzlamb @joursmielleux @Eric_Arassus @EelvSarah ""travailleur•euses""
 
 Les… https://t.co/JSZbrccvzs",,none,,none
4646,Sun Dec 18 08:25:38 +0000 2022,2974391657,RT @RomainCG75: Gros Rappel ! La France doit les éteindre dimanche. #ARGFRA #FIFAWorldCup https://t.co/ORRdQsjnlY,,none,,none
3871,Sun Dec 18 08:48:35 +0000 2022,2976130660,RT @LyyubaTirone: @fbleunord Une gifle dans un contexte de tension extrême et agressivité MUTUELLE. Ces faits sont retenus par le parquet.…,,none,,none
3670,Sun Dec 18 08:54:09 +0000 2022,2976130660,RT @CocoJack22: @CallaudIsabelle @fbleunord Il y a les faits saisis par la justice et la manipulation des médias et d'associations politisé…,,none,,none
3683,Sun Dec 18 08:53:51 +0000 2022,2976130660,"RT @pKOLEBACKI: @fbleunord @AQuatennens n'est ni coupable de violences répétées, ni de harcèlement. Il sera condamné pour les faits qu'il a…",,harassment,,harassment
4550,Sun Dec 18 08:28:52 +0000 2022,"1,58E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
3357,Sun Dec 18 09:02:52 +0000 2022,2987679261,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
5255,Sun Dec 18 08:04:12 +0000 2022,2998107574,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
3822,Sun Dec 18 08:50:11 +0000 2022,3011727049,RT @carolinedehaas: Vous semblez également découvrir que des militants insoumis harcèlent les personnes qui ne sont pas d’accord avec la li…,,harassment,,harassment
3698,Sun Dec 18 08:53:27 +0000 2022,"1,58E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
3308,Sun Dec 18 09:04:01 +0000 2022,3018217629,RT @FFLose: Ça parle de Varane et Konaté malades mais le vrai gros risque c’est que la chatte à DD choppe le fameux virus. Tant qu’elle ser…,,none,,none
3830,Sun Dec 18 08:49:56 +0000 2022,3025528559,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
4214,Sun Dec 18 08:39:14 +0000 2022,3026707267,"Y'a des Bamouns ils sont venus posés les gros baffles Bluetooth près de la maison et font énormément de bruit, c'es… https://t.co/VQdpj52qmg",,none,,none
4637,Sun Dec 18 08:25:50 +0000 2022,3027985456,RT @zafiroanej0: @Amine_____212 gros fake de la meuf qui se fait passer pour une AW de competition https://t.co/05Jnr8oj4u,,denigration,,denigration
3970,Sun Dec 18 08:46:30 +0000 2022,3027997888,RT @davlam15: @Francois_Ruffin les actionnaires ne sont pas de gros messieurs rentiers en costumes qui fument le cigare ...75 % des actionn…,,none,,none
3993,Sun Dec 18 08:45:54 +0000 2022,3027997888,"RT @plasmatics77: @Francois_Ruffin Avec 7,26 % du capital (sans doute plus en octobre 2022), soit plus de 190 millions d'actions, les salar…",,none,,none
4029,Sun Dec 18 08:44:53 +0000 2022,3034542406,"RT @HeurafoodsFr: L'un des plus gros mythes perpétués par l'industrie de la viande animale, c'est de faire croire que manger de la viande l…",,none,,none
3579,Sun Dec 18 08:56:29 +0000 2022,3038828722,RT @GassFC: @HOOUUDINI Mdrrrr imagine le gars qui a inventé la boxe ce gros con il a dis on va se mettre des patates jusqu’a y’en a un il n…,,insult,,insult
3114,Sun Dec 18 09:09:13 +0000 2022,3043742890,@EngoloX @Orange_conseil En gros oui,None,none,,none
4067,Sun Dec 18 08:43:57 +0000 2022,"1,59E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
4532,Sun Dec 18 08:29:31 +0000 2022,3052399851,"RT @evatarace: Yousra nique bien ta mère sale pute, elle m’a vnr avec son tieb",insult,insult,,insult
4551,Sun Dec 18 08:28:51 +0000 2022,3081853325,"@PatrickChareyre Ha non mais l'incendie c'est à part et tant que ça n'arrive pas, il n'y a rien qui assure que tout… https://t.co/Zf8C0pMew6",,none,,none
3980,Sun Dec 18 08:46:15 +0000 2022,3083793298,@Orudo_Sensei Wonder débile. Yes,None,none,,none
4451,Sun Dec 18 08:32:23 +0000 2022,3093312473,Ok gros mdrrrrrrrr https://t.co/yFloae5nfO,,none,,none
4205,Sun Dec 18 08:39:26 +0000 2022,"1,59E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
4617,Sun Dec 18 08:26:36 +0000 2022,3102371260,"@nomi_officiel Coucou, un dimanche bien douillet 😉.
 Jolie journée à toi et Harry, plein de très gros bisous 😘",,none,,none
5263,Sun Dec 18 08:03:53 +0000 2022,3121243755,@BreakingInfosJR @AQuatennens Tu vas en perdre d'autres gros 😁,,none,,none
3400,Sun Dec 18 09:01:55 +0000 2022,3160990593,"@ElliotLepers Je vous conseille d'aller dans les plus gros pays pollueurs et de manifester, par la même occasion al… https://t.co/HSpx4Oy9Y7",,hate speech,,hate speech
3717,Sun Dec 18 08:53:00 +0000 2022,3172669984,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
4297,Sun Dec 18 08:37:06 +0000 2022,3179390728,"RT @Valdakar5: Gros bisous au BB Chéri..❤
 C'est celui qui habite..pardon C'est Moi qui habite chez lui..C'est celui qui mange et dort..et q…",,none,,none
3954,Sun Dec 18 08:46:51 +0000 2022,3185341515,@adim_roud @AngieAulnay2 @clara_blcrd Roudane en roue libre allez le cinglé 😂😂😂😂😭 on va bien s’amuser petite pute,,none,,none
3637,Sun Dec 18 08:54:51 +0000 2022,3189972521,"@thajoka2007 @Anais_CnM @ReynaldoKev Non mais gros le respect il est mutuel, ya pas d'autorité qui tienne ; dans un… https://t.co/ceV5FUa25Q",,none,,none
4065,Sun Dec 18 08:44:02 +0000 2022,3189972521,RT @_lu_nv: j’vous ai raconté un date tinder qui était soûlé que je réponde pas entre 8h et 18h bah gros jsuis au bloc opératoire en fait d…,,none,,none
4476,Sun Dec 18 08:31:28 +0000 2022,3194797786,"RT @carton_666: Quelqu’un peut demander à Macron son fournisseur de coke ?
 C’est pour un copain qui a pas trop la pêche en ce moment. 
 Elle…",,none,,none
4751,Sun Dec 18 08:22:06 +0000 2022,3195789017,"RT @CorentinSellin: Du point de vue politique, 39 représentants républicains (sur 213) ont voté en faveur du mariage pour tous. Il y avait…",,none,,none
3536,Sun Dec 18 08:57:51 +0000 2022,3198213267,"RT @RNCQT66: @aws_gms Personne l'a privé de quoique ce soit il s'est conduit comme une salope en :
 - Faisant chanter Valbuena
 - Se moquant…",,insult,,insult
3209,Sun Dec 18 09:06:51 +0000 2022,3201628673,RT @charliemedusa: dans le métro bondé quelqu’un s’est fait pousser par des gens qui entraient en masse et a lâché « Pécresse !! » puis que…,,none,,none
4892,Sun Dec 18 08:17:04 +0000 2022,"1,59E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
3860,Sun Dec 18 08:49:02 +0000 2022,3216272393,"RT @razzorbakkusII: A dimanche bande de fils de pute
 #argfra #FRA #francemaroc #FRAARG #Messi𓃵 #Argentina https://t.co/pEKlB5m72K",,none,,none
4294,Sun Dec 18 08:37:09 +0000 2022,3226483203,@BFMTV T’as peur pour tes poches gros baltringue,,none,,none
3988,Sun Dec 18 08:46:05 +0000 2022,3241670248,"@_Lord_Vador_ @christine_kelly Qui se battent pour une vie meilleure comme par hasard avant chaque vacances, mais p… https://t.co/zQ8y9iUbRH",,none,,none
3453,Sun Dec 18 09:00:15 +0000 2022,3245413057,"RT @MagazineCapital: Jay-Z, Brad Pitt, Tony Parker... les stars investissents dans le champagne, et ça rapporte gros ! ⬇️ https://t.co/ArA3…",,none,,none
4847,Sun Dec 18 08:18:31 +0000 2022,3245419937,RT @TatianaDeVoe: Le stagiaire en charge de la playlist de Miss France doit être un bon renoi,,none,,none
3440,Sun Dec 18 09:00:42 +0000 2022,3262148001,"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,racism,,racism
4201,Sun Dec 18 08:39:34 +0000 2022,3285603162,"@Taigasangare Mettre ça comme ça quasi hors contexte relève de la bassesse. Oui,il y a des précautions à prendre ca… https://t.co/YsQ4IdhTMn",,none,,none
3318,Sun Dec 18 09:03:40 +0000 2022,3288670390,"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",,none,,none
4917,Sun Dec 18 08:16:24 +0000 2022,3288844391,RT @zafiroanej0: @Amine_____212 gros fake de la meuf qui se fait passer pour une AW de competition https://t.co/05Jnr8oj4u,,none,,none
3735,Sun Dec 18 08:52:25 +0000 2022,3291194084,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
5071,Sun Dec 18 08:10:47 +0000 2022,3292196430,"Une société à la Chinoise s’inviterait-elle en Australie 🇦🇺 🫣
 Le résultat d’un groupe de travail parlementaire avec… https://t.co/JNx4UIMnLO",,none,,none
3880,Sun Dec 18 08:48:18 +0000 2022,3293185581,@SalahdineP @KSW_MMA Mon rebeu d’Auber il va lui montrer 👊🏽👊🏽👊🏽,,none,,none
4256,Sun Dec 18 08:38:16 +0000 2022,3295129455,"Pour le conditionnement skinnerien c'est également simple, ils se sont aperçus que s'ils miaulaient assez fort vers… https://t.co/b3SED2E4nj",,none,,none
4097,Sun Dec 18 08:42:54 +0000 2022,3295466079,@SussucreYT Encore une masterclasse que tu nous sort srx j'sais pas si t'es vraiment débile ou si tu le fait exprès mais c'est fort.,,denigration,,denigration
3737,Sun Dec 18 08:52:20 +0000 2022,3295818042,"@sarahelhairy @GeismarLuc @AssembleeNat J'y arrive vraiment pas, je me fais chier quand elle parle, plein de phrase… https://t.co/8mJfrRMbK9",,none,,none
4148,Sun Dec 18 08:41:20 +0000 2022,3295818042,"@F3Occitanie Voilà ce qui vous attend si un jour vous ne travaillez plus et que le chômage s'arrête, vous irez boss… https://t.co/cVuXLlHsOc",,none,,none
4328,Sun Dec 18 08:36:16 +0000 2022,3295818042,@EricNaulleau @JLMelenchon @FranceInsoumise @GDarmanin Même quand on parle de l'extrême droite il arrive tjs a parl… https://t.co/YnmkX0cqta,,none,,none
5294,Sun Dec 18 08:02:38 +0000 2022,3297597161,@02gene31 mange des branches et des gros mais,,none,,none
3885,Sun Dec 18 08:48:14 +0000 2022,3301948485,@beeornottobee37 @One_same_love @NicolasMeilhan Il est débile ce graphique. À quoi ça sert de comparer des résultat… https://t.co/xV6W3Z58Wj,,denigration,,denigration
5047,Sun Dec 18 08:11:55 +0000 2022,3311677845,RT @cpasici: « Y'a des meufs qui pensent que je les ai aimé alors que sur snap je les renommé prénom + ville + hlel/pute👅💋 » https://t.co/f…,,sexual harassment,,sexual harassment
4420,Sun Dec 18 08:33:20 +0000 2022,3348707169,RT @WarriorNunFR: Nous avons atteint les 70 000 signatures 🔥 Il faut continuer de partager la pétition (peut être demander à des gros compt…,,none,,none
3072,Sun Dec 18 09:10:14 +0000 2022,3349904201,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
4946,Sun Dec 18 08:15:27 +0000 2022,3351501951,RT @Bigfoot91140: @BaillyLouise Merci gros bisous 😘,,none,,none
3819,Sun Dec 18 08:50:17 +0000 2022,3351501951,@KateRoc13 JE TE LES ENVOIE PAR MAIL CAR JE POURRAIS TOUT METTRE A LA FOIS GROS BISOUS.,,none,,none
4985,Sun Dec 18 08:14:17 +0000 2022,3351501951,@Martinejhonny1 BONJOUR MARTINE JHONNY TRES BON DIMANCHE AVEC DE GROS BISOUS. https://t.co/bJb1P5FttZ,,none,,none
3814,Sun Dec 18 08:50:25 +0000 2022,3351501951,RT @BaillyLouise: @KateRoc13 JE TE LES ENVOIE PAR MAIL CAR JE POURRAIS TOUT METTRE A LA FOIS GROS BISOUS.,,none,,none
4874,Sun Dec 18 08:17:53 +0000 2022,3351501951,@KateRoc13 BONJOUR KATE JE TE SOUHAITE UN TRES BON DIMANCHE ET JE TE FAIS DE GROS BISOUS.AS-TU PU FAIRE QUELQUE CHO… https://t.co/Mq4FwUI7vX,,none,,none
5041,Sun Dec 18 08:12:03 +0000 2022,3351501951,"@MaureenMcAndre7 OUI,C'EST VRAI MAUREEN C'EST UNE TRES BELLE ET ANCIENNE EGLISE QUI SE TROUVE DANS MON PETIT VILLAG… https://t.co/7ZIRsu0Yco",,none,,none
3802,Sun Dec 18 08:50:41 +0000 2022,3352380291,RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,,none,,none
3506,Sun Dec 18 08:58:48 +0000 2022,"1,59E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
3215,Sun Dec 18 09:06:45 +0000 2022,"1,60E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
3021,Sun Dec 18 09:11:40 +0000 2022,"1,60E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
3566,Sun Dec 18 08:57:04 +0000 2022,3392263853,@michael_tripero @Antoine_Crc @VibesFoot Vous etes des gros fachos toute façon on le sait tous vers 18h les points sur les i seront mis!!!!!,,none,,none
3805,Sun Dec 18 08:50:38 +0000 2022,3397059057,RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,none
3999,Sun Dec 18 08:45:44 +0000 2022,3409071508,@pizza_caramel Onion Bidulette potite Chipie jolie! On te souhaite un belle grande sieste pleine de douceur et on f… https://t.co/XGHFfWxbIG,,none,,none
4329,Sun Dec 18 08:36:15 +0000 2022,3412744757,"@Medianimes Je suis un très gros fan de Naruto, mais vas y Silhouette c'est trop surcoté, c'est même pas le meilleur de Shippuden",,none,,none
3068,Sun Dec 18 09:10:23 +0000 2022,3415101377,"@AP0347 Yes, je me souviens très bien du France-Brésil de 1986. Un de mes plus beaux souvenirs foot.
 
 Le Platini sé… https://t.co/jBCUTAJSKF",,none,,none
5286,Sun Dec 18 08:02:47 +0000 2022,3435600587,"RT @fijadalupa: Après avoir accusé les Anglais au stade de France, le gouvernement pointe les exactions de l’extrême-droite suite aux viole…",,sexual harassment,,sexual harassment
3023,Sun Dec 18 09:11:36 +0000 2022,3436003815,@YoshiGG @rapfemto @Nems_Mt Va donc voir le film gros et tu comprendras le génie de techniques dont il a fait preuv… https://t.co/UkQSyetnuj,,none,,none
5240,Sun Dec 18 08:04:28 +0000 2022,3479367561,"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnêteté, son équipe et lui sont les seuls dans l’industrie à faire ce…",,none,,none
3791,Sun Dec 18 08:50:56 +0000 2022,"1,60E+18",RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
4494,Sun Dec 18 08:30:51 +0000 2022,3623743407,"RT @F_Desouche: Cabriès (13) : une étudiante de 22 ans qui venait de terminer son service à Burger King, poignardée à mort sans raison par…",,none,,none
3383,Sun Dec 18 09:02:18 +0000 2022,3645275777,@BFMTV Gros foutage de gueule,Insult,insult,,insult
3117,Sun Dec 18 09:09:11 +0000 2022,3666889035,RT @Springfield_945: Y’a un mec hier matin il est tombé à cause de la neige quand il s’est relevé il a ramassé son gros sac et il a courru…,,none,,none
3514,Sun Dec 18 08:58:23 +0000 2022,4625850738,"RT @ElieGJ: Quimper : elle se fait violer par un migrant africain illégal, mais pour protéger son violeur, elle dénonce un blanc. 
 Le migra…",Racism,none,,none
5303,Sun Dec 18 08:02:25 +0000 2022,3705362837,"RT @Croquignol2A: @pierrecharon @Zemmourienne92 Bleus?
 Il fut un temps ou l'on disait
 ""Allez les tricolores"" 
 Pourquoi aujourd'hui la tenue…",,none,,none
3244,Sun Dec 18 09:06:00 +0000 2022,3709025416,@Talerman @AdrienDfx En plus t’as bien lu les conclusions du juge affirmant que le caractère d’harcèlement n’a pas… https://t.co/bSVB7j4Dzd,,none,,none
3426,Sun Dec 18 09:01:07 +0000 2022,3806826394,"Concurrent des vélos électriques Super 73, le Brekr Model F est d'ores et déjà disponible en précommande. https://t.co/GbBfNeqMAa",,none,,none
3755,Sun Dec 18 08:51:54 +0000 2022,3807478336,RT @MinVikingsFR: Remporter la division avec le plus gros comeback de l'histoire de la NFL https://t.co/d2DUw8urGp,,none,,none
3941,Sun Dec 18 08:47:07 +0000 2022,3825040289,RT @ERationnelle: Je suis allé voir 5 concessionaires pour parler véhicule électrique. Bilan : les vendeurs sont NULS pour vendre des VE:…,,denigration,,denigration
4545,Sun Dec 18 08:29:02 +0000 2022,"1,31E+18","RT @GaucheEcoSoc34: ✊ A tout à l'heure à la manif de la #journée internationale des #migrants.
 Pour #Montpellier le rdv est à 11h place de…",None,none,,none
3924,Sun Dec 18 08:47:27 +0000 2022,3919926083,"#BetclicELITE (J13) : Hier soir, Cholet a battu Dijon (107-79).
 Tillie : 9 points, 4 rebonds (12 d'éval) en 31 minu… https://t.co/rLMrvZhRTt",,none,,none
4931,Sun Dec 18 08:15:51 +0000 2022,3936811707,RT @WarriorNunFR: Nous avons atteint les 70 000 signatures 🔥 Il faut continuer de partager la pétition (peut être demander à des gros compt…,,none,,none
4534,Sun Dec 18 08:29:22 +0000 2022,3975276767,@Marc_Hade @GendyGentil @Leni_6700 Surtout de ne pas avoir pu jouer les gros bras 😂,,none,,none
4562,Sun Dec 18 08:28:21 +0000 2022,101421903,"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
4458,Sun Dec 18 08:32:12 +0000 2022,4133143599,@Clercqgu @JoueursBE C’est l’un des joueurs avec le plus gros potentiel de l’académie,,insult,,insult
3249,Sun Dec 18 09:05:45 +0000 2022,4143939316,"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,none
3543,Sun Dec 18 08:57:39 +0000 2022,4163485876,@anchara_ J ai vuq un témoignage aussi ca fait de gros dégâts sur l estomac et le tube digestif,,none,,none
4115,Sun Dec 18 08:42:16 +0000 2022,4166065606,"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
3277,Sun Dec 18 09:05:07 +0000 2022,4175091562,@guybolt2 Tu crois que le gros il va la voir la finale avec la mine qu il a pris hier à la boule noir https://t.co/K29ELT7s08,,none,,none
4207,Sun Dec 18 08:39:25 +0000 2022,4185440609,"RT @fijadalupa: Après avoir accusé les Anglais au stade de France, le gouvernement pointe les exactions de l’extrême-droite suite aux viole…",,sexual harassment,,sexual harassment
3139,Sun Dec 18 09:08:34 +0000 2022,4189094259,"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,sexual harassment,,sexual harassment
3293,Sun Dec 18 09:04:32 +0000 2022,4190359293,"@amelie_for_you Mais ces gros tarés sont des fous dangereux !!!..
 Je sais, c’est pas un scoop 😒",,insult,,insult
3182,Sun Dec 18 09:07:23 +0000 2022,4193193275,@F_Desouche Quand est ce que ça s arrête ces miss ...????? C est vraiment débile,,none,,none
4577,Sun Dec 18 08:27:52 +0000 2022,4212018022,"@inspektrgadgets @PapyOooo @HouplainPh @EmmanuelMacron Ce n'est pas une simple question de pognon.
 Cette raison ne… https://t.co/EdPrI0xAvX",,none,,none
3533,Sun Dec 18 08:57:57 +0000 2022,4217942469,"RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs",Hate speech,insult,,insult
4880,Sun Dec 18 08:17:42 +0000 2022,4249884803,"@Yumekoala1 @hvt_louis @danivempire666 1000€ le pc tu peux pas faire tourner les gros jeux en 4K.
 En plus 2/3 ans a… https://t.co/8NXfGdS64s",,none,,none
5121,Sun Dec 18 08:09:04 +0000 2022,4259367898,"@Tokanim_FR Il était cool mais j'ai vraiment l'impression d'avoir perdu quelque chose comparé au première saison.
 G… https://t.co/MLcVK8MvfG",,none,,none
4389,Sun Dec 18 08:34:10 +0000 2022,4279960637,C’est vraiment une conne https://t.co/lfAYY98m4U,,insult,,insult
3116,Sun Dec 18 09:09:11 +0000 2022,4310281341,"RT @Homere40211586: @aliseeane Bonjour ma très chère Alisea, merci beaucoup 
 Merveilleuse journée à toi dans notre belle Bretagne 
 Gros gro…",,none,,none
3676,Sun Dec 18 08:54:02 +0000 2022,4310281341,"RT @Homere40211586: @aliseeane Bonjour ma très chère et tendre Alisea, Cléopatre, la petite princesse et moi te souhaitons un très bon dima…",,none,,none
3002,Sun Dec 18 09:12:23 +0000 2022,4353447885,"@TomTom91098070 @CH_Gallois @EmmanuelMacron Le débile, c'est celui qui croit qu'il est allé là-bas pour ""soutenir""… https://t.co/mEsRhhcfyH",,insult,,insult
3289,Sun Dec 18 09:04:47 +0000 2022,4362945317,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
3998,Sun Dec 18 08:45:44 +0000 2022,4376052273,RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à ce rythme,,none,,none
3840,Sun Dec 18 08:49:35 +0000 2022,4506427829,RT @estampe_jean: Macron c'est la peste et le choléra depuis qu'il a volé le pouvoir et ruiner la France rient ne vas plus à Paris invasion…,,none,,none
3923,Sun Dec 18 08:47:29 +0000 2022,4506427829,"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à #Nantes regardez la vidéo prise cet hive…",,none,,none
4918,Sun Dec 18 08:16:24 +0000 2022,4527752483,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
4471,Sun Dec 18 08:31:38 +0000 2022,4582946956,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
5004,Sun Dec 18 08:13:32 +0000 2022,4601771117,@3steBqn gros banger,None,none,,none
4453,Sun Dec 18 08:32:22 +0000 2022,115623337,"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,racism,,racism
4640,Sun Dec 18 08:25:47 +0000 2022,126567203,"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,none,,none
4192,Sun Dec 18 08:39:51 +0000 2022,4645228487,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
3376,Sun Dec 18 09:02:32 +0000 2022,4684948393,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
4444,Sun Dec 18 08:32:45 +0000 2022,4728043048,@Thomasintokyo @Totankama Déjà que mon avenir était incertain avec ma formation en art…. Si maintenant L’IA arrive… https://t.co/IXnKgNKbBU,,none,,none
3958,Sun Dec 18 08:46:45 +0000 2022,4765139588,@LouvrierPamela bonjour tres belle j'adore les gros seins,,sexual harassment,,sexual harassment
4728,Sun Dec 18 08:22:45 +0000 2022,4829847268,"Very rich
 Millionnaire 
 Relationship
 
 En gros je vais me trouver un sugar daddy 😊 https://t.co/oUmTF99CT8",,none,,none
3169,Sun Dec 18 09:07:50 +0000 2022,4858369143,@LoretteLo34 et Miss debile? je lui file la couronne direct !,,insult,,insult
5136,Sun Dec 18 08:08:34 +0000 2022,4861263738,"@PlasticFood_ @ShaPi0242 L'horrible Débile. Super sympa, j'adore",,none,,none
4512,Sun Dec 18 08:30:10 +0000 2022,4898195703,@ZeNiitsu_ c payant le son gros batard ?,Insult,insult,,insult
3977,Sun Dec 18 08:46:20 +0000 2022,4906278605,@silkcoleman1 @lasource75006 Je suis fan de messi mais gros si on peut lui mettre un 6-0 et qu il chiale je serais… https://t.co/niNAhWUmk3,,none,,none
4145,Sun Dec 18 08:41:24 +0000 2022,4915251527,"RT @JANGUYENVANTAM: @pjacquemain @GDarmanin Quand ton seul problème est qu’un élu souhaite un joyeux Noel, c’est que t’es vraiment déconnec…",,none,,none
4998,Sun Dec 18 08:13:50 +0000 2022,4915638205,@Bb_Requ1 Ah oui ? Oui moi aussi ça me fait de gros effet les hormones pour ça que je crains. Rien que juste avant… https://t.co/bweojVmXyq,,none,,none
5270,Sun Dec 18 08:03:26 +0000 2022,"7,00E+17",@50_euros Le gros porc,Insult,insult,,insult
4401,Sun Dec 18 08:33:42 +0000 2022,"7,03E+17","RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",,bullying,,bullying
3224,Sun Dec 18 09:06:27 +0000 2022,"7,04E+17",RT @kevinbossuet: « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur…,,none,,none
