ID,Text,Label
332,"?idiote :

Pour cacher quoi au final ?
ðŸ¤”
ses grandes oreilles ? 
ses grosses mains ? 
son gros menton ?
ses Cuisses €¦ https://t.co/2edLiFunL8",Bullying
333,"@GilbertCollard Fake News, manipulation. Mensonge. Comment l'extràªme droite prend ses électeurs pour des gros c0n, €¦ https://t.co/BHmOwZXYuW",None
334,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
335,"RT @evatarace: Yousra nique bien ta mère sale pute, elle m'a vnr avec son tieb",Sexism
336,"RT @SColligo: Et bim ! Miss Argentine màªme pas dans les 12. Gros avantage psychologique pour demain.
ðŸ‘ðŸ’ª

#MissFrance",None
337,@regelegorila Désolé mais c'est un gros Cheh,None
338,@YohannHzd93 @blaugranagunbai Ahahaha le gros mytho ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,None
339,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
340,RT @Francais_lambda: Calahorra (Espagne) un migrant marocain détruit une crèche de Noël à   coups de marteau... https://t.co/AKd5yVoFeW,None
341,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
342,@Afrodite_Amour Et oui! On aime pas les gros cons!,Bullying
343,@Masse14Mf @machikha1 @theocabinet @DamienRieu @Dussurgey3 Ou voyez vous un migrant dans cette vidéo ?,None
344,"RT @Biancone2: Pour passer de bonnes fàªtes de noël à  Toulouse, rendez-vous chez @cheztontontlse. Les  «  marrons   » vous serons gracieusement €¦",None
345,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  «  la sobriété, ça fonctionne   » dans cette vidé €¦",None
346,@greatpapayaaman Un des plus gros globe sa gen on s'ennuie à  mourrir,None
347,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re €¦",None
348,@sanpreet_sa @Fefedubinks @ParlonsFootFCB T'as son gros genou en 4k qui dépasse là ,None
349,"RT @GzmLucas: Après 1 an de préparation, voici mon plus gros projet ! Mon premier court-métrage officiel qui, je l'espère vous plaira  ¤ï¸ œ¨ J €¦",None
350,RT @monsieurnaudin: S'il était migrant illégal et s'était appelé Djibril il aurait été logé dans un chà¢teau  €¦ Merci la France de #Macron ðŸ¤®ðŸ¤®ðŸ¤®,None
351,@prodbybaw @byshel0 @Matt2Hidden Tt ça pcq c un rebeu t trop raciste,None
352,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
353,@sylvainDev_ Quand les boites vont se confronter à  des breaking changes à  cause de changement de version pour du cs €¦ https://t.co/Sut0W6W5Bi,None
354,Donc tous les supporters argentins sont racistes en fait ? Mdrr des que y en a un qui commente mes tweete je vois l €¦ https://t.co/EORIbdmbUE,None
355,"@Garcin_Lazard Coucou Emie, merci un excellent dimanche à  toi. Gros bisous ðŸ¥°ðŸ˜˜ðŸ˜˜",None
356,"Et j'espère qu'il se fera quotidiennement enculer sans lubrifiant par un gros afro-yankee doté d'un 28,7 bien veiné. https://t.co/XTqP9ByzTo",Racism
357,@NotPatrick Pas seulement de l'alt-right mais aussi de gros investisseurs de la Silicon Valley qui conseillent Musk aujourd'hui,None
358,"@freyja_s_faerie @Savousepate Nous, c'était CMPP chez un psychologue. En gros, si je comprends bien, c'est la màªme €¦ https://t.co/cmua0t8LWI",None
359,@starragolequipe Que t'es un gros FDP,Hate_Speech
360,"@Ctheoouais des ptn de fétichiste totalement attardé , les gens les plus betes de cette planète",Hate_Speech
361,@piersmorgan Gros fils de pute va,Hate_Speech
362,mais ferme ta gueule sale pute https://t.co/keJn5mEvIU,Sexism
363,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
364,@honey83911817 @diamantaire93 Le plus choquant c'est les traits vraiment. à‡a sert à  rien de comparer si moi demain €¦ https://t.co/1qItF8qO9b,None
365,@Romain116 @nicolas_vilas Les 2 sont des footix. Mais il faut arràªter de considérer le mot footix comme un gros mot €¦ https://t.co/G0mI6tgqHC,None
366,RT @ihategu: écoute moi bien la sale pute qui a cassé la gueule a ma mère enceinte qui va au lycée fustel de coulange a massy dans le 91 je €¦,Sexism
367,"RT @HomoSap60422481: @IvaMasson Tous virés de leur taff, tous radiés par l'ordre,  tous passés chez ce gros con d'hanouna. 

Autre point co €¦",Hate_Speech
368,Ils envoyaient des missiles de fou gros c pas le 1er celui là  https://t.co/5yWePL3ld8,None
369,"RT @lapuissantedomi: Je n'ai aucune pitié pour toi, ni màªme pour ton mariage ou toute chose qui te concerne. 

Tu n'es qu'une pute. Ma pute €¦",Sexism
370,@DjeMze @WillowRpz @lasource75006 Je sais pas si t'es un troll ou un débile mental,Bullying
371,"RT @GzmLucas: Après 1 an de préparation, voici mon plus gros projet ! Mon premier court-métrage officiel qui, je l'espère vous plaira  ¤ï¸ œ¨ J €¦",None
372,RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à  Calahorra au marteau https://t.co/0AaQRL4Iws,None
373,RT @WarriorNunFR: Nous avons atteint les 70 000 signatures ðŸ”¥ Il faut continuer de partager la pétition (peut àªtre demander à  des gros compt €¦,None
374,"à€ un moment, faudra qu'on arràªte ce cirque du gros bonhomme blanc avec de la neige sous les tropiques. https://t.co/k41qIdsq6r",None
375,"Team qui n'a aucune expérience dans le secteur, ðŸ’¶ðŸ’¸ gros marketing en pleins bear, un influenceur qui roule ses abon €¦ https://t.co/iWbkYRtRE6",None
376,@paco_fgrs Gros rien j'ai màªme pas d'idée,None
377,Va te faire enculer fils de pute https://t.co/fgDGnbbH91,Hate_Speech
378,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,None
379,Les types sur tiktok qui filment zehma leur journée réveil ménage jspkwa c'est les plus gros bdg,None
380,RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,None
381,"@Pierre_B_y Au delà  de la polémique débile, les gens de gauche devraient adorer le foot. C'est un paradis socialist €¦ https://t.co/9pUtT0i2dL",None
382,POURQUOI ma fac m'envoie un mail sur les délestages fils de pute,Hate_Speech
383,"RT @Elpis_R:  €œIl y a beaucoup de slogans répétés autour du climat qui sont soit complètement faux, soit très largement exagérés - il y a de €¦",None
384,RT @une242deretour: Et regardez ses tweets ignobles sur les renois. C'est juste un raciste avec un compte Fake qui est renoi à  mi temps. Se €¦,Racism
385,"Vu que je suis un gros poissard, je poste un nude si la France gagne cette finale (allez l'Argentine du coup ðŸ˜” )",Sexism
386,màªme avec des gros sièges y'aura tjr qlqun de plus gros donc ils vont devoir revoir la conception entière à  chaque €¦ https://t.co/yIpTs5neun,None
387,Mais en vrai de vrai c'est grv d'àªtre grv d'àªtre gros comme ça https://t.co/ypzSQkltZW,Bullying
388,@Schartner17 @LRavaillac ðŸ˜˜ mais lucie a ou eu du harcèlement alors et mm si on se connait un peu mais pas autant qu €¦ https://t.co/z59r3Af9cK,None
389,L'un des plus gros classiques des spaces https://t.co/S4ygJNfOW9,None
390,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re €¦",None
391,RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,None
392,@Footballogue Macron va voir la vrai France que des renoi dans l'avion merci,Racism
393,"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
En toute honnàªteté, son équipe et lui sont les seuls dans l'industrie à  faire ce €¦",None
394,"Avec tous le respect, mais un gros coup de genou dans la tàªte est c'est fini. https://t.co/z5GLO7H20M",Bullying
395,"RT @fedoriphore: à€ l'approche de Noël et pour clore 2022, dans un soucis d'apaisement  je viens de débloquer un gros paquet de comptes de g €¦",None
396,Brade Pitt A Gore Gone Zola du Brésil &amp; il FO que tu la Décode Fissa MA Bell Valérie bègues dénuée du Gros Lapin Bè €¦ https://t.co/r7R67OTzUO,Sexism
397,"RT @SpiderHalouf30: ðŸŽ™ï¸ Seriez-vous pràªt à  accueillir un migrant chez vous ?

ðŸ¤ª Oui bien sà»r.

ðŸŽ™ï¸ Voici un migrant.

ðŸ¤ª Ah non vnsxcwmnsrsvxw €¦",Racism
398,@Marcovert4 @MichelleTouss32 Mais il reste du débile. ...ça va...pas de pénurie. Ouf.,Bullying
399,"RT @dioptalla93: Sà‰NE POISSONNERIEðŸŸðŸŸðŸŸ   
               CHEZ DIOP

VEND TOUT TYPES DE POISSONS
PAGEOT, SOMPATE, SEREOL, DISQUE DE GORà‰E,DOR €¦",None
400,Bonjouuuuuur mes Pioupious j'émerge à  peine il faut dire que la nuit fut très courte €¦ gros bisous et bon dimanche à  €¦ https://t.co/FhTJfKHN8K,None
401,@MinColonna @RSF_fr @RSF_inter @FranceEnRussie @francediplo Connasse de sinistre tu ferais mieux d'aller faire le t €¦ https://t.co/O7MPVmkIWS,Hate_Speech
402,@22h22l_ des gros cà¢lins.,None
403,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
404,voila ce que ça me fait ... a cause de tous les full débile qui signale h24 et le système d'Activision a chier €¦ https://t.co/TtUH6OhOQe,Bullying
405,"@interopidum Aucune idée. C'est vraiment débile comme attitude, le pauvre gars allait pas faire installer des table €¦ https://t.co/wTX4HfWOb1",None
406,@7vidala c'est pas vraiment une renoi hn,Racism
407,@DCorrecteurs @HinkyMinky @barriere_dr @wargonm 1- faire ses rappels en étant majeur n'a rien à  voire avec les pare €¦ https://t.co/xKPxhWs4xR,None
408,"RT @Vanneur: Yassine Bounou = meilleur gardien. Il a réussi une parade exceptionnelle màªme après le match, lorsque l'arbitre a mis sa main €¦",None
409,@Heuks7 @Jonathangangx7 @BoumeSama gros ton sofiane boufal qui connait pas un seul mot de marocain,None
410,"Y'a toujours une conne pour raconter n'importe quoi, l'intégralité des primes est reversé à  des associations https://t.co/WONMz4b4qd",Sexism
411,"@TitanHungry @Hurlewie @ClemenceTru Ce que j'ai lu de mieux en heroic fantasy, et je suis un gros fan de Tolkien depuis 30 ans",None
412,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  «  la sobriété, ça fonctionne   » dans cette vidé €¦",None
413,@LHeydelGrillere @DeputesRE @Renaissance @JeunesMacronARA @JeunesMacron Sà»rement pas marre de raconter vos conneries gros nuls,Bullying
414,RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à  Calahorra au marteau https://t.co/0AaQRL4Iws,None
415,Gros petou dans la loge,None
416,comment j'ai horreur des rebeu qui joue les renoi,Racism
417,game reroll Lux 3 pcq augment 180% je joue comme un débile je roll quand faut pas mais je top 4 pcq j'ai bien placé ma Taliyah ðŸ˜Ž,None
418,@NATLY12533573 Très joli. Moi faut que je m active aujourd'hui pour finir les décorations du sapin et que je monte €¦ https://t.co/YXBOCH0pFY,None
419,@yasminebouagga @FOURCHETCHRISTI @dupontaignan Quel rapport entre la composition du couple et le nombre de voiture? €¦ https://t.co/ODIlIdH3we,None
420,"RT @mado_mader: @zazafontaine42 Bonjour douce Isabelle   š˜ðŸ’ž
Comment va mon amie ce matin  ...
J'ose penser, que tu vas bien  mon amie ðŸ¥°ðŸ™ðŸ»
Je €¦",None
421,c trp bizarre dappeller ube meuf maman dès que vous voyez qu'elle a d gros seins mddrr,Sexism
422,@Homere40211586 Bonjour Homere et Cleopatre ! J'espère que tout va bien ! Je vous embrasse bien fort et la princess €¦ https://t.co/cRrw1PgBi1,None
423,Ahahahaha mais tu délires gros https://t.co/mC5vsi7Zt4,Bullying
424,@HabibAdjam @Mindset_FR heee vieux on te dit que tout sala sa s'apprend si tu attrape quelqu'un avec le gestuel ces €¦ https://t.co/lTXIxcdvvs,None
425,RT @94StPatrick: @skk_ee Ma go sà»r gros bisous à  elle,None
426,@F_Desouche Je l aurais schlasser dans le dos ce fdp de migrant.,Hate_Speech
427,RT @charliemedusa: dans le métro bondé quelqu'un s'est fait pousser par des gens qui entraient en masse et a là¢ché  «  Pécresse  !!  » puis que €¦,Hate_Speech
428,@SamuelEtienne Bon on comprends qu'il veut mettre un gros pain à  @facebook,None
429,@ayoub934v @KoumoBur Ah ouais t vraiment gros,Bullying
430,RT @MoorishMovement: ðŸ”´ðŸ‡²ðŸ‡¦ðŸ‡ªðŸ‡¸ €” La Mairie de Calahorra dément une fake news de @GilbertCollard qui accusait un migrant marocain d'avoir détruit €¦,None
431,"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",None
432,"A l'occasion de la Journée internationale de la migration, ONU Femmes rappelle l'importance de la protection des mi €¦ https://t.co/bo3elfpUYz",None
433,Hier je téléphone chez mes parents pour savoir si mon père va mieux (gros rhume qui le faisait faire plusieurs sies €¦ https://t.co/tQfaDoZqSX,None
434,"@LarrereMathilde @johanna_crtl Bonjour, 
C'est génial pour les Finlandais, mais depuis la France, aller à  Helsinski €¦ https://t.co/58oqdWPKs8",None
435,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re €¦",None
436,@sny_alain Gros je stress plus que pour le bac c'est dingue on doit gagner,None
437,@logan_bzh Le nombre de débile que t'as attiré avec ce tweet...,Bullying
438,@444kto Son gros cacasque et tout nn vrm,Bullying
439,@MaeckJ @JFaerber Alors ça c'est magnifique! Donc en gros si tu votes pas extreme droite tu peux defoncer du manife €¦ https://t.co/Y6LWQ9oyd7,None
440,JAYAHAHAHAHAH c'est le plus gros flop que j'ai jamais vu https://t.co/cW8Sb4lom6,None
441,"RT @kisscoo65376227: @Instrevise @olivia220 Inès,
Tu es notre miss Paris ðŸ’™
Bien plus belle que ces grandes asperges fades €¦

Tu es et rester €¦",None
442,à  chaque fois vous àªtes en mode comment on peut arriver à  ce point et après vous insultez la personne?? vous vous d €¦ https://t.co/QTXwcEmkXT,Bullying
443,bon faut j'aille faire du sport là  aller gros lard,Bullying
444,"Houla, vous allez me dire, encore un truc compliqué, on va rien comprendre...
Calmez vous, on va y aller doucement. €¦ https://t.co/1vBgbL1SId",None
445,"RT @Tristzzer: 2 bémols sur le concert de Damso : les blancs sont tellement à  l'aise avec le n-word c'est maladif, ça chantait des gros :  « €¦",Racism
446,je suis sà»re que certains avant de sortir se disent  €œta mère la pute si t'es pas poli € comment c'est possible d'àªtre aussi mal éduqués,None
447,@psmelias @annelebr Les gens n ont honte de rien en 2022 ... Màªme un gosse qui fait les calendriers pour leurs club €¦ https://t.co/JkLfWL8ERz,None
448,"RT @GTOslo: Jme fais spam d'invite xbox quand j'suis sur le point de battre le record
bande de gros fils de putes",Hate_Speech
449,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,Hate_Speech
450,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re €¦",None
451,RT @zafiroanej0: @Amine_____212 gros fake de la meuf qui se fait passer pour une AW de competition https://t.co/05Jnr8oj4u,None
452,"RT @sbl_ma: @Enthoven_R On dit une vaccination que je n ai pas choisie, et, un vaccin que je n ai pas choisi de me faire injecter . Màªme po €¦",None
453,"Pour cette dernière, nous avons mis à  contribution les 2 graphistes qui nous ont aidés en les faisant collaborer ex €¦ https://t.co/F3AFLziGZE",None
454,"RT @mado_mader: @zazafontaine42 Bonjour douce Isabelle   š˜ðŸ’ž
Comment va mon amie ce matin  ...
J'ose penser, que tu vas bien  mon amie ðŸ¥°ðŸ™ðŸ»
Je €¦",None
455,@SWOOSHRETOUR92i Tu dois àªtre trop débile pour pas savoir lire une bio comme ça correctement,Bullying
456,@_zlpchris La folieeeee gros,None
457,@Pauline81373351 Gros bisous fait attention à  toi ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜,None
458,"Anale ou vaginale ðŸ˜„ðŸ˜, plutà´t connasse @sandrousseau https://t.co/K5hMaiQSlR",Sexism
459,"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
En toute honnàªteté, son équipe et lui sont les seuls dans l'industrie à  faire ce €¦",None
460,RT @nemesis_140: Tu as la vingtaine et tu viens critiquer une petite de 9 ANS sur Twitter alors qu'elle ne fait que s'amuser tout en sachan €¦,None
461,RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,Racism
462,RT @kevinbossuet:  « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur €¦,None
463,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
464,Ptdrrrr la SERBIE https://t.co/y9MyrUA73D,None
465,"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  «  la sobriété, ça fonctionne   » dans cette vidé €¦",None
466,"RT @ladevita12: DIRECT. Guerre en Ukraine : après les bombardement russes, Zelensky déplore  «de gros problèmes d'alimentation en eau » https €¦",None
467,@PS_Th3o @Mikaelhymst @letheoricien228 àŠtre autant gros n'est pas un choix mdr ?,Bullying
468,@thenarrator7_ C'est grave d'àªtre aussi débile.,Bullying
469,"Satisfait de ces avancées, le Chef de l'à‰tat a donné le go pour que le premier camion gros porteur passe, pour la p €¦ https://t.co/MhUBrRS0IW",None
470,"RT @fdevedjian: Le blocus de l'#Artsakh par la dictature ðŸ‡¦ðŸ‡¿ se poursuit

Le si Haut-Karabagh, seul au monde  ¦@Revuedes2Mondes ©
 «C'est une g €¦",None
471,"@Born4ready @alxtwd @RMCsport C'est l'équipe de France qui ne veut pas qu'il soit indispensable
Certains ont un gro €¦ https://t.co/MOOstPBYA5",None
472,RT @TDymams: @LongLiveAissa fait une photo avec tapis de prière dans la main tout de suite pour voir ci tes vraiment un renoi,Racism
473,"@littlemxgang elle jouait dans la série espagnole Un Dos Très jsp pas si tu te souviens à  l'ancienne, en gros c'éta €¦ https://t.co/kqMfjE4QaM",None
474,"RT @Haut_Rhinois: Voilà  pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte €¦",None
475,@gautoz Elle est affreuse cette edition physique bordel ! Merci à  eux ça m'a completement coupé l'envie de l'achete €¦ https://t.co/pwRm6ykJ0m,None
476,Et gros faut arreter avec la narrative du suicide des parents qui DETRUIT des enfants t'es pas dans leur tete en fait,None
477,RT @kevinbossuet:  « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur €¦,None
478,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
479,Donc je fais un gros doigt à  ceux qui ont déchargé leurs haine contre moi juste pour avoir dit des vérités sur Deni €¦ https://t.co/Wwg9K8FU6r,Hate_Speech
480,"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
481,RT @DeeploInsoumis: @Clem_Autain on aimerait comprendre par quel miracle vous àªtes passée de la défense de DSK au harcèlement de @AQuatenne €¦,None
482,RT @ihategu: écoute moi bien la sale pute qui a cassé la gueule a ma mère enceinte qui va au lycée fustel de coulange a massy dans le 91 je €¦,Sexism
483,RT @maillebi: Halte au harcèlement du patriarcat des vieux mà¢les blancs! https://t.co/Xn1ChfU4zx,None
484,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re €¦",None
485,"RT @50NuancesDeNBA: Gros match pour l'ami Walker ce soir malgré la défaite : 

32 points et 7 passes décisives  œ¨

Le retour de Kemba ? ðŸ‘€ ht €¦",None
486,@MbalaKarl Force à  toi gros j'ai eu le temps de me raser sa repousse déjà  ðŸ˜® €ðŸ’¨,None
487,"@cestmoitim @ExhoPapa Je suis tout à  fait d'accord avec toi, maintenant de la à  remettre la faute sur les PDAP alor €¦ https://t.co/Xeb4sLQubO",None
488,@JudgeBao555 Nan mais c'est simple. Gros art. 700 quand on défend la partie ayant gain de cause. Petit ou 0 art. 70 €¦ https://t.co/tdHjhRfx5b,None
489,@pizza_caramel Oh non. Gros soutine. Elle va beaucoup faire le manquir Bidulette.,None
490,"RT @deesseshanna2: J'adore me toucher devant mes mecs, sans qu'ils aient la possibilité ni de me touche ni de se toucher eux màªme. 

Sauf m €¦",Sexism
491,"RT @Kawamatsu95: ðŸŽ GROS CONCOURS ONE PIECE ðŸŽ
#ONEPIECE 

à€ l'occasion des fàªtes de fin d'année, moi et @zenmarket_fr on fait gagner la Figu €¦",None
492,J'ai quitté la montagne juste avant la saison du ski je suis une grosse connasse,None
493,RT @eleekyah: Go chopper mon renoi chrétien supplément congolais/ivoirien,Racism
494,"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
495,"Cette fierté que ces fils de pute prà´nent €¦ 

J'espère il savoure son voyage en enfer",Hate_Speech
496,@Poncia_N @andrea_mukendi Il fallait màªme pas lui répondre gros français . Demande lui là  personne qui bouffe l'arg €¦ https://t.co/Ekkx29Utw8,None
497,"Libé chien chien du nain élyzé hein? &amp; de son cabot très cabot el Nano Darmanino relayés par le""ze""big gros mouton, €¦ https://t.co/jYHFXxEwga",None
498,"@samsarou @cherif_ysa Si on n'a plus de nouvelles de Chérif, c'est que le gros matou en a fait son petit dej je pense €¦ou le contraire €¦",None
499,@Michael40526013 @TheAouicha Ba c'est un gros raciste lui aussi,Hate_Speech
500,18 pige elle a chamboulé tout les negro de france https://t.co/NVfFdhzTQE,Racism
501,@s3ntchelita c'est  €œun un € s'agirait de se relire pour éviter de passer pour une grosse conne une  2e fois,Bullying
502,RT @MaryC7773: Bravo à  Eric Revel qui remet à  sa place les affreux gauchistes que sont le gros Dray et l'affreux Zeribi. Ils sont tellement €¦,None
503,@THEVENONPierri1 C'est juste des idéologues destructeurs en gros ces bien pensants sont le cancer de notre pays !,None
504,Karim Benzema est un immense fils de pute,Hate_Speech
505,@el_beratoo @talioushlpb @ActuFoot_ @le_Parisien Petite pute,Sexism
506,"RT @renaudpila: Si la France gagne, ce sera le plus gros rassemblement de doudounes de l'Histoire. Le Guiness book sur les dents. Ca caille €¦",None
507,RT @CristalBleu01: @ED31moD @viva_renata @BoonsMedia Ne rigolez pas j'ai connu une famille qui vivaient près de chez nous c'était le màªme c €¦,None
508,Mdrrr ? Mais c'est une pute ? Elle est grv coopérative hein ! https://t.co/iGkNZckrB8,Sexism
509,RT @HeinerKrampf: Oui en gros pour la faire courte: https://t.co/RO6l9LrHEl,None
510,RT @starmaxblue: @VolodimirZelen1 on est deja en france mec on pretend pas y rentrer on est né ici on vit ici... en gros nos politiciens ne €¦,None
511,@f3hddd @BoFaForDaSoFa Attention gros ya du shirk sur ce drapeau,None
512,"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrà´ler Lol 
tout d'abord vous avez raison mais....ðŸ¤” €¦",Sexism
513,@ynn31z Souvent des gros front et des contours lointains qui s'y cachent,Bullying
514,"@CharlesMauriceT @CommanderTorenn Genre j'aime le gros tas libidineux ðŸ˜
Mais je comprends ces sondages nostalgiques.",Sexism
515,@7heungmin C'est la raison enft vu que elle màªme a dit qu'elle voulait pas qu'ils sachent son à¢ge etc mais dsl quan €¦ https://t.co/lj9HL9OC03,None
516,"Bon, jour de finale, tous les bandeurs de l'argentine vous àªtes des gros suceurs, je veux màªme pas vous entendre après le triplé du Kyks.",Hate_Speech
517,sale fils de pute va,Hate_Speech
518,"@LCI Plus c'est gros, plus ça passe.",None
519,"RT @SinedWarrior: Gros scandale en Europe : le chef de la Diplomatie européenne avoue que les stocks d'armes européens sont vides

https:// €¦",None
520,RT @Shiinn__: C'est EXACTEMENT le màªme problème qui est décrit dans cette vidéo où les gens défendent le lolicon avec le màªme argument (sel €¦,None
521,"RT @MSolidarites: ðŸ”¥ C'est aujourd'hui ðŸ”¥

Rendez-vous à  11h Porte de la Chapelle pour la Journée internationale des migrant ·e ·s : Manifestat €¦",None
522,@HajaarSo @LkhYoussra Wech bismillah ðŸ¤¦ðŸ» € ™€ï¸ðŸ¤¦ðŸ» € ™€ï¸ðŸ¤¦ðŸ» € ™€ï¸tu mérite màªme pas qu'on s'attarde sur toi..,None
523,@adventurtimefan En général tous les gros projet c la télé mais sur twitch,None
524,@_noat__ 100% elle pense qu'elle est en bonne santé cette grosse vache,Bullying
525,"@AbbaAliAlhadj1 @Peupah_Zouzoua Discours d'un gros pervers ,violeurs",None
526,"@juguimaraes39 @arobaseeste C'est plus compliqué que ça, on parle d'un joueur jeune, qui a fait une excellente sais €¦ https://t.co/pUPvRubnBi",None
527,L'un des plus gros chef d'Å“uvre de l'histoire de l'animation japonaise https://t.co/4W4Fkh5Qwo,None
528,Saint Sauveur (Frasnes lez Anvaing) Une villa inhabitable suite à  un gros incendie ce dimanche matin ttps://www.sud €¦ https://t.co/atjaJc1782,None
529,RT @FFLose: à‡a parle de Varane et Konaté malades mais le vrai gros risque c'est que la chatte à  DD choppe le fameux virus. Tant qu'elle ser €¦,Sexism
530,"RT @Fartou57: Incursion de l'armée d'occupation israelienne dans 1 camp de réfugié de Naplouse .
2 jeunes palestiniens blessés et 1 autre a €¦",None
531,Orh? C'est quoi ce gros chat ? https://t.co/69TKqV0lsh,None
532,en gros g juste pas ft l'amour la gav et le plan a 3 quoi,Sexism
533,"Niquez vos meres a pas savoir conduire, encore un sale fils de pute qu'à  frotter ma voiture",Hate_Speech
534,RT @TDymams: @LongLiveAissa fait une photo avec tapis de prière dans la main tout de suite pour voir ci tes vraiment un renoi,Racism
535,"@Samuel_Lafont DEVINETTE : 
De quel pays je parle?

T'es migrant :
T'es nourri, logé, blanchi, hébergé, soin gratui €¦ https://t.co/Cyjiq3mVd9",Racism
536,@simplerand0m @IgbYuy @heyanubis @heyomeech956 @AndroidEatAppl Jss tresbien ecrire jsuis juste pas un fils de pute €¦ https://t.co/vP6ibQGxLE,None
537,@christ_yfreetz Un psychologue américain du nom de Ralph waldo Emerson a baptisé cette théorie sous le nom de l'eff €¦ https://t.co/fJbqCt5sPT,None
538,"Toujours egale a elle meme et en plus à  toujours compartimenter les personnes, élue miss conne 2022-2023 €¦ https://t.co/z2gU6kRcVE",None
539,Mdrr meme moi cette phrase ma fatiguer logique ton daron veut pas tu cà´toies un mec qui vend de la drogue noir ou b €¦ https://t.co/KvrknHiPab,None
540,RT @Springfield_945: Y'a un mec hier matin il est tombé à  cause de la neige quand il s'est relevé il a ramassé son gros sac et il a courru €¦,None
541,"RT @PrinceduParc: Les polémiques de @lequipe juste avant un gros match, nous, supporters du PSG, nous avons l'habitude !

Mais aujourd'hui, €¦",None
542,@asnatou89 @LkhYoussra C'est toi qui a le seum d ´elle sale traînée va relis mon commentaire sale grosse crasseuse de ta mère la pute,Sexism
543,"RT @annebkk: @lemonde_va Les soignants antivax d'hier rejoignent les soignants antivax d'aujourd'hui, la preuve : 
Chiffres 4e dose pour le €¦",None
