Post,Type,Sentence,Label
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@medutbo dès que la corruption de l'Etat marocain est pointée du doigt c'est forcément l'oeuvre d'Algériens ? 😂🤡 Encore un chekkam. Les Algériens au moins n'ont pas peur de dénoncer la corruption de l'État chez eux pas comme les lâches lèche-bottes comme toi... Arrêtez de parler d'Algérie quand le post concerne le Maroc.,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@medutbo tu crois que tous les Marocains sont des 3eyyacha comme toi ? 😂 🤡,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo pourquoi tu ne parles jamais de corruption algérienne dans tes postes ? Puis c'est moi le lâche car j'ai dit le peuple a le droit de lever le drapeau de palestine et qu'on s'en fou du gouvernement ?,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@medutbo tout simplement parce que c DZ gay qui ferme les yeux sur la corruption algérienne,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo si vous auriez dénoncer et si le peuple dz aurait été des zhomme comme vous dites il aurait dégager bouteflika le zoobie aveugle paraplégique depuis très longtemps meskine votre président était là comme un œuf juste pour que les généraux ce gave de l’argent en laissant les dz mourir de faim. 1 sac de lait wesh pour 2 semaines meme au Somalie on mange mieux 😂😂😂😂,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Comment,arretes ta negativite,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@thibault_drb_ clique mais toi arrête d'être naïf... Soulever un drapeau maçonnique, et d'un État qui a imposé des vaccins à sa population vous avez vraiment une mémoire de poisson rouge...",Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo tu vas trop loin mec le maroc c est royaume si tu t amuse a faire le malin c la prison qui t attends a ton retour.,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@thibault_drb_ euh t'es qui toi pour me dire ce que je dois faire d'abord ? + d'où tu me connais ?,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@thibault_drb_ une question tu te prends pour qui ? Tu veux t'ériger en médiateur de menaces ? C'est pas des lâches en ton genre qui vont venir me donner des leçons et me dire quoi faire ou quoi dire,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo je me prend pour un maricain de casa de derb sultan? tas unprobleme?,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@thibault_drb_ oui un problème avec les lâches comme toi qui défendent les bourreaux du peuple et la mafia du NWO + tentent d'intimider les autres pour les empêcher de critiquer ce qu'ils veulent critiquer. Reste sagement à ta place,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo restes sagement a ta place il me dit 😂 t es dans un film toi. allez,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@thibault_drb_ oui amuse toi à faire le malin avec tes menaces sous-entendues et c'est toi qui verras mister je-collabore-et-je-me-tais. Tu es libre de fermer ta gueule sur le roi franc-maçon du Maroc (qui a imposé les injections à sa population et l'a empêchée de voyager sans pass NAZItaire) mais pas de l'imposer aux autres. L'admin de cette page n'a aucun ordre à recevoir de minables comme toi,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo tu es un anti vax en plus 😂 beh bravooooooooo,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo on était pas obliger d’avoir le vaccin pour voyager un simple test PCR de 48h 😂😂 bref même ici tu dis de la 💩 c’est sûr que toi tu étais obliger d’attendre 2 ans et demi si tu es blinder car 750e le billet aigle azur ça doit faire maaaaaaaaaal 😂😂😂 nous Dieu merci 150e même pas dès l’ouverture des frontières,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"Ah et sache que ton Israël chérie sera ele aussi détruite, c'est écrit dans la lettre du franc maçon de 33e degré Albert Pike, sur le plan du Nouvel Ordre Mondial luciférien. Et les golems comme toi seront sacrifiés 🤡",Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo oh menace de mort ? Petit signalement on verra si tu vas rester longtemps sur insta. Vas donner ton petit Q au vieux gay ça t’ira bien de faire une page comme ça plutôt qu’une page politique où tt est faux,Homophobia
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo c toi la sous 💩 qui divise les pays et bizarrement tu parles jamais en mal de l’Algérie ! Je suis pas juive mais entre un juif et un algérien je préfère épouser un juif x2000 plutôt qu’un algérien,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Comment,Drapeau maçonnique😂😂😂 arête la drogue,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@nordinerifton c'est sûr que c'est un drapeau très islamique 🤡 De vrais clowns non informés mais qui parlent... ou plutôt des autruches qui font les monafi9in. Et t'es Rifain en plus.. quelle honte.,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@nordinerifton et tu oses mettre une photo-montage avec le drapeau de Lyautey sur la tête d'amghar Abdelkrim El Khattabi, qui a combattu contre ceci... t'es bon dans la dissonance cognitive toi 🤡🤡",Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@maghrebantinwo arete un peu de dire nimporte quoi et reprend toi au lieu de foutre la zizanie,je vois que tu kiffes ça,hram hlik et pour info je suis pro palestinien et le maroc a fait beaucoup pour la palestine contrairement à certains.allez salem",Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@nordinerifton mais quel hypocrite... Notre page te dérange parce qu'on dit la vérité et on bouleverse les codes de votre hypocrisie 🤡,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@nordinerifton dire que mettre le drapeau alaouite de Lyautey sur la tête d'Abdelkrim El Khattabi c'est foutre la zizanie ? Il doit se retourner dans sa tombe avec des gens comme toi 🥴,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@nordinerifton le Maroc n'a rien fait pour la Palestine juste de l'hypocrisie. Les rares fois où l'État marocain a fait quelque chose c'est ce qu'on appelle de la mu3arada mechriya (opposition contrôlée), du BLUFF, quoique le Maroc ne s'est JAMAIS dans l'histoire opposé à l'Etat sioniste normal le Maroc alaouite est sioniste par essence, sans maman Israël et papa USA l'État marocain tel qu'il est aujourd'hui (corrompu et 100% vendu à la mafia maçonnique et au NWO) n'existerait pas 🤡",Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@maghrebantinwo tu parles trop dans le vide,tous les pays arabes et musulmans sont à la botte d'Israël,le seul homme qui a eut les de bombarder Israël c'est Saddam hussein allah y rahmo sinon tous le reste c'est des corrompus y compris ton pays alors arête de toujours viser le maroc,il y a pire que le maroc bref ça sert a rien de débattre avec un haineux comme toi",Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,Resalam le collabo qui se dit rifain et met le drapeau de l'État marocain sur la tête d'Abdelkrim el Khattabi : le canal vise TOUS LES ÉTATS corrompus du Maghreb. Il y a aussi des posts sur l'État algérien et l'État tunisien pas que le Maroc.,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,Pour finir les collabos comme toi n'ont rien à faire sur cette page retourne lécher les babouches de tes maîtres sionistes et franc-maçons et bouge d'ici,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Comment,Est ce que ce post a été créé par un algérien ? La réponse est oui… Faut apprendre à lire les commentaires et la position des photos pour voir le seum qui en découle 😂😂😂 bref c logique que le Maroc signe des trucs avec Israël vu que CHEZ NOUS les feuj se considèrent comme marocains a 100% comme Gad Elmaleh ils ont tjrs vécus libres et heureux contrairement aux feuj d’Algérie qui se disent jamais algérien mais des français d’Algérie comme dirait ce raciste de Zemmour 😂😂😂 et les marocains musulmans peuvent adorer la Palestine y a aucun souci même le royaume Maroc envoie bcp d’aide à l’état palestinien donc arrêter de mytho merci,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"Franchement en matière de commentaires de golmons on peut pas vraiment faire mieux. Donc « logique de normaliser avec Israël parce que les juifs au Maroc se considèrent comme marocain ». Mais du coup qu’est ce qu’Israël a à voir dans cette histoire? Ils sont pleinement marocain non? Leur seul allégeance vas au Maroc non? Donc pk Israël j’ai pas capté. Et surtout pourquoi normaliser que maintenant? Les juifs marocains existent depuis très longtemps il me semble. N’essaye pas de trouver des excuses bidons à quelque chose de profondément immorale venant d’un état musulman. Tu envoie beaucoup d’aide à la Palestine mais en même temps tu normalise et fait affaire et soutiens l’état qui est la cause de tout les malheurs palestiniens. Bon au choix c’est à toi de voir c’est soit de la schizophrénie, de l’hypocrisie ou de l’opportunisme des plus cynique. Faut arrêter a un moment d’être autant malhonnête",Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@ pas_la789 Est ce que ce commentaire a été écrit par un golem ? La réponse est oui ! Au cas où tu ne l'aurais pas remarqué la page dénonce la corruption de tous les États du Maghreb pas que l'État marocain. Ce qui est drôle avec les 3ayyacha défenseurs de leur État criminel et corrompu c'est que dès que la corruption étatique est dénoncée c'est forcément l'oeuvre d'un algérien, vous êtes incurables...",Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,Au moins les Algériens eux dans leur majorité dénoncent la corruption étatique pas comme 90% des Marocains qui se taisent par hypocrisie ou par crainte alors qu'un vrai musulman doit pratiquer le djihad (lutte contre l'injustice sociale) et n'a peur que de Rebbi,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"Pas_la789 + ""l'Etat marocain envoie de l'aide"" pour faire semblant, amadouer et calmer les Marocains énervés, ça s'appelle de la manipulation et poudre aux yeux, et ce tout en reconnaissant l'Etat d'Israël ? 🤡 (qui est une nécessité au Nouvel Ordre Mondial luciférien lis la lettre du franc maçon Albert Pike à Mussolini)",Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@maghrebantinwo Algérie est super corrompu. Avec vos généraux qui dirige le pays, meskine pendant des années vous avez laissé un zombie qui ne marche pas, mange pas sans aide, sourd et muet juste pour décorer 😂😂😂 la majorité des enfants de dirigeants algériens sont millionnaires en France avec l argent de l’Algérie, en attendant vos routes sont éclatées aucune aide aux personnes handicapées ou aux vieux même les familles solos galères donc où est l’argent ???? D merci le pays ira de mieux en mieux grâce au gaz qui remplace celui de la Russie car la Russie est boycotté ou refuse d’envoyer son gaz donc l’Algérie pourra gagner donc j’espère que l’argent n’ira pas dans les poches des mauvaises personnes.",None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,Tu n'as pas l'air de comprendre que la page ne défend AUCUN DIRIGEANT et AUCUN ETAT contrairement à toi le chauviniste qui défend l'État marocain et son roi franc-maçon. Le post concerne le MAROC pas l'ALGERIE donc ne dévie pas le sujet le 3ayyachi.,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@maghrebantinwo je ne dévie pas c’est toi qui ouvres ta bouché sur la corruption alors que le pays le plus corrompu c’est l’Algerie, tellement corrompu que pour vous enfermer (ceux qui vivent en Algérie) le tourisme est interdit, internet censuré et autres. Au Maroc y a pas tt ça. Au Maroc on est libre ❤️❤️❤️",None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo si j’ai bien compris tkt juste ici ça ne dénonce pas ça mytho sur le Maroc !!!,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,un clown de première classe comme tous les 3eyyacha. La page ne soutient aucun État petit lèche-bottes. Le post concerne l'État marocain ne dévie pas le sujet sur l'État algérien yal 3eyyachi. Au fait en Algérie il n'y a pas de petits garçons qui se prostituent dans la rue comme à Marrakech 🤡 ni des Saoudiens qui viennent foutre le bordel et se taper des putes dans les bars. Donc si tu veux rentrer dans le jeu des comparaisons on peut aller loin vait mieux que tu fermes ton clapet 🤫,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,Pas_la789 si si on dénonce et dit la vérité ici et ça dérange les lécheurs de fesses comme toi. En bon petit golem que tu es 🐕‍🦺,Bullying
https://www.instagram.com/p/CmQ8RnXrU6x/,Comment,Vous qui faisiez un classement en plaçant LFI « parti le plus féministe » durant l’élection Présidentielle… 🤣 bref mieux vaut en rire !,Bullying
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@bucciu ca prouve bien qu on ne peut faire confiance à aucun homme surtout,None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@bucciu leur programme était le plus Féministe. Que du vent,Bullying
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@osez_le_feminisme on le sait depuis leur création que LFI n’est que du vent. Du blabla révolutionnaire pour électeurs en colère. Du « faites ce que je dis mais pas ce que je fais »… les ficelles sont les plus grosses de tous les partis politiques français confondus… vous aviez mieux a faire pendant l’élection que de leur accorder du crédit 😞,None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,"@minfii @minfii oh, il y a certainement des hommes de confiance mais ça n’est pas le sujet. Le sujet ici c’est que LFI sont ceux qui donnent le + de leçon sur le comportement des uns et des autres ou la composition de tel ou tel parti ou gouvernement et qui finalement se retrouve pris la main dans le sac et se cherchent des excuses… voir même font passer l’agresseur pour la victime et l’encensent au point de parler de « dignité et de courage » … 🤮 je ne sais pas s’il faut rire ou pleurer… mais quand on fait des promesse de fermeté envers les autres… il ne faut pas chercher d’excuses aux siens…",None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,"@bucciu dans lfi il n'y a pas que des hommes violents ou qui protègent leur bro violents, il y a aussi des femmes qui continuent de lutter, même au sein de leur groupe.",None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,"@bucciu Pour quelqu 'un qui dénonce les leçons sur les autres, vous être entrain d'en faire ici un excellent exemple ! #mansplaining",None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@bucciu en attendant la personne qui me donne le plus envie de vomir ici c'est toi,Bullying
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@bucciu c'est bien ce que je dis mais juste avec + de mots.,None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,"@bucciu je te rassure les autres partis sont pires sur ce sujet. Mais bref on traite des hommes envers les femmes ici, pas besoin de venir faire de la récupération politique ici",None
https://www.instagram.com/p/CmQ8RnXrU6x/,Comment,"Vous êtes un collectif féministe, il est donc normal que vous ne défendiez que l'aspect qui peut faire avance le combat contre les violences conjugales. Cependant il faut ne faut pas aller jusque dans la contre-vérité : vous avez raison de dénoncer le fait qu'il se victimise en ce qui concerne sa femme, mais vous ne pouvez nier le lynchage médiatique dont son couple, sa femme et lui-même, sont victimes puisque les médias sont friands de taper sur la gauche. Pareil pour son traitement judiciaire en comparaison d'autres cas où il n'y a aucune justice.",None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@olivier.hm personne n'a contredit ça donc vous êtes hors sujet. À quoi vous sert ce commentaire si ce n'est déplacer le débat ? De plus être féministe implique d'arrêter de se voiler la face... Donc bon,Hate Speech
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@olivier.hm 4 mois avec sursis pour violences ça te semble exagérer ?,None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@deamegane 4 mois pour une gifle ? Tes parents aurait eu perpétuité à ce stade,Bullying
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,"@beyond_ota pas qu'une gifle ici, les violences sont au pluriel. Et si vous êtes incapable d'élever un enfant sans le gifler, faites une vasectomie",None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@deamegane oui oui on verra comment se porte l’éducation positive de ton enfant toi dans 10 ans. On a tous reçu des coups et ça n’a traumatisé personne donc ne t’inquiète pas pour mon enfant,None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@deamegane enfant roi*,None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@beyond_ota bah vu ton appelle à la violence ça a laissé ses marques. J'ai eu une éducation très sévère sans que mes parents aient forcément besoin d'avoir recours à la violence. Le problème c'est que tu sois incapable d'éduquer et d'avoir la moindre autorité sans être physiquement violent. Ce n'est heureusement pas le cas de tous les parents,None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,"@beyond_ota ça été démontré par plusieurs études que appliquer la violence à l'éducation des enfants créé des adultes violents et donc dangereux pour les autres. L'éducation positive ne prévoit pas de créer des infants roi comme aiment dire ceux qui ne comprennent pas grand chose à la pédagogie. Mon enfant aura des règles très strictes, mais jamais j'appliquerai de la violence pour lui faire respecter.",None
https://www.instagram.com/p/CmQ8RnXrU6x/,Reply,@beyond_ota Ah gt plutôt d’accord avec vous jusque là mais nier les traumatismes dus aux coups reçus par les enfants c’est qd même faire preuve d’une sacré mauvais foi 😅,None
https://www.instagram.com/p/CfmbVK4IIxs/,Comment,On ne peut pas accepter ça ! On ne doit pas ! Ça mérite une révolution ce bordel…,None
https://www.instagram.com/p/CfmbVK4IIxs/,Reply,@leo__.lef tu participes pas donc tu es d'accord avec eux de faire souffrir la mère et l'enfant j'espère sincèrement que quand tu seras papa tu vivra pas ça,None
https://www.instagram.com/p/CfmbVK4IIxs/,Reply,@leo__.lef mais donc tu fais quoi sur cette page si c'est pour critiquer celles qui prennent la parole contre tout ça ?,None
https://www.instagram.com/p/CfmbVK4IIxs/,Reply,"@leo__.lef mais du coup je réitère ma question, tu viens apporter quoi sous ce post ?",None
https://www.instagram.com/p/CfmbVK4IIxs/,Reply,"@leo__.lef et donc je redemande, qu'estce que tu fais sur cette page ?",None
https://www.instagram.com/p/CfmbVK4IIxs/,Reply,@leo__.lef cynique et sans intérêt !!,Bullying
https://www.instagram.com/p/CfmbVK4IIxs/,Reply,"@leo__.lef pas de soucis, nous on ira avec ta maman.",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Comment,"Est-ce que vous venez d'utiliser ""anti-fascisme"" comme une insulte pour les gens qui sont anti vous ? C'est... C'est pas un peu trop sincère comme coming out ?",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 les antifas luttent contre tout ce qui est un peu plus à gauche que Lénine donc bon…,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 on assume nous,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@avrel.nerrat Va te couper les cheveux on dirait une serpillière,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@avrel.nerrat oh donc la @cocardelyon assume d'être fasciste ou de sympathiser avec la cause fasciste? Je note, merci !",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@valou_ontheroad tu vises avec tes commentaires aussi bien que les chasseurs,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@libre_penseur_leretour_ je sais pas si je dois qualifier de téméraire ou de stupide le fait de choisir l'axe d'attaque de la maturité intellectuelle après que tes copains de lutte se soient traités de serpillière entre eux et aient volontairement assumé le qualificatif de fasciste,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 fais pas le surpris frr et déjà t'es à l'ENS (strike one),Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@anarchism_or_death pourquoi le fait que je fasse l'ENS est discréditant ?,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@libre_penseur_leretour_ vous savez qu'on peut être antifasciste tout en étant critique des actions des collectifs se revendiquant antifa ?,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@pauline_rcd Je veux bien votre définition de votre antifascisme du coup ?,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 l'antifascisme aujourd'hui n'est qu'un artifice rhétorique utilisé par l'extrême-gauche pour attaquer tout ce qui est à droite de Benoît hamon.,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@libre_penseur_leretour_ tu connais le fascisme ? Alors du coup c'est un peu technique mais l'antifascisme c'est le mouvement qui est né en réaction et en opposition au fascisme, et qui prône bah... L'inverse des valeurs fascistes. Je vais pas te faire l'affront de les répéter, je pense que t'as la base. À ceci je vais ajouter la précision que les gens oublient : si le fascisme disparait (et ça vaut pour les courants néofascistes), alors l'antifascisme a plus de raison d'être parce que c'est juste un courant idéologique en réactance à l'autoritarisme de l'extrême droite.",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 parce que c'est une des pires instances de l'académisme au service de l'académie,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@anarchism_or_death d'accord, et donc ?",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@pauline_rcd Sauf qu’il n’y a pas des fascismes en France même si les antifas fantasmes dessus. Enfin il y a certains individus se disent neofascistes mais qui ne représentent qu’eux mêmes et une infime minorité de personnes, d’ailleurs la droite n’apprécie pas du tout ces personnes non plus. D’ailleurs, le parti nazi, c’est le parti national-socialiste. Pourtant les antifas font exactement comme les fascistes : je répète faire taire ceux qui ne pensent pareil et même agresser. Ah l’extrême droite, un autre de vos fantasmes. La réelle extrême droite c’est en Ukraine qu’on la retrouve. Et je peux vous dire que je connais très bien cela étant donné qu’une partie de ma famille vient de la bas, elle a fuit les nazis ukrainiens, et aujourd’hui il y en à toujours. Jamais vous ne pourrez justifier la présence d’un vrai fascisme en France donc la présence d’un antifascisme. Vous devriez plutôt lutter contre Macron, donc les centristes, qui sont autoritaires, et il a été prouvé que les centristes tendent vers une sorte de dictature autoritaire.",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@libre_penseur_leretour_ oh quelle flemme d'être dans ta tête,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@libre_penseur_leretour_ Si tu prends les définitions modernes de nombreux mouvements d'extrême droite peuvent être qualifié de fascistes, proto-fascistes ou fascisants. Si tu préfères on peut parler d'autoritarisme d'extrême droite plus généralement. Tant que cette minorité existe, tant que des mecs se font poignardé par des ex-cadres de génération identitaire, tant que le terrorisme d'extrême droite fait des morts chaque année en Europe, tant que des revendications autoritaires d'extrême droite subsistent l'antifascisme aura du sens en France. Et solidarité internationale : courage à ta famille, on s'oppose à toutes les formes que peut prendre le fascisme, et à tout les autoritarisme (libéral capitaliste, pseudo-communiste autoritaire, fasciste, intégriste religieux). À ce titre on lutte activement contre Macron, la bourgeoisie, le libéralisme et l'État policier, t'inquiètes.",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 c'est juste méprisable,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 rien 2 grave,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@anarchism_or_death passe en mp qu'on s'explique,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@axelmolina2.0 le plus grand fan de la cocarde de retour. Ils peuvent te remercier de brasser l’algorithme comme ça 👌,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@pauline_rcd Ca tombe bien je le suis,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@valou_ontheroad tu devais avoir le soleil dans les yeux en appuyant sur ""Envoyer""",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@pauline_rcd Même pas j'étais très net,None
https://www.instagram.com/p/Cjz-whbMcZU/,Comment,"A défaut de faire de vraies actions, une fois de plus la Tocarde fait de la comm’ qui n’a pas lieu d’être, je me demande d’ailleurs où vous étiez lors de l’hommage rendu à Samuel Paty samedi",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@alya.yto ah parce que l'uni fait des actions maintenant ? C'est nouveau,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn Apparemment, on a l’air de s’en sortir plutôt mal puisqu’on se mobilise dans toutes les villes de France pour défendre les étudiants quand vous n’êtes même pas capables de déposer une liste et préférez passer votre temps à aligner 3 sticks à un poteau",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto ah oui défendre les étudiants oui, quel est le programme ? J'aimerai bien le connaître, car quand j'y étais, il n'y avait rien de fait pour les étudiants.",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn t’étais pourtant à l’UNI donc t’as pu voir à quoi ressemblait un programme, je t’aurais proposé de comparer avec celui de la Cocarde mais ils sont incapables d’en faire un",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto oui j'y étais, et c'est pas pour rien que je suis parti, il y a quelques mecs chauds mais vous n'êtes que des faibles de chez LR, prêt à vendre vos parents pour un poste...",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto le programme de l'uni était éclaté, fin du débat",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@ju.les_btn Wow et tu fais quoi de beau chez la Cocarde maintenant ? Une manif avec l’UNEF prévue prochainement ?,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@ju.les_btn Merci la réflexion va très loin,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto haha ne t'inquiète pas pour nous, on est bien assez occupé à faire des choses concrètes, trop à droite pour vous visiblement...",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@ju.les_btn tellement concrètes que vous êtes les seuls à les voir 😹,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto oh non ça se voit, juste que dans vos appartements et quartiers de bourgeois vous ne pouvez pas forcément le voir forcément, maintenant retourne te former intellectuellement, et si tu veux débattre de ça de manière plus approfondie viens en message privé",Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn y a aucun débat ici, je ne vous que de la bêtise, et bon me parler de quartiers bourgeois quand je suis boursière c’est juste bas et pas tellement altruiste",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto traduction : tu n'as aucuns arguments et tu perdrais à coup sûr quelconque débat politique, donc tu ne veux pas débattre",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto par contre ta ref à Zemmour, t'as pas honte 😭",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@ju.les_btn on est pas de droite pour vous peut-être mais Zemmour nous affectionne pourtant donc bon,Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto sauf erreur de ma part mais tu me semble républicaine, déjà là c'est un problème",Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn les raccourcis pas très malins, merci la Tocarde, j’ai juste pas le temps de me livrer à vos débats sans fin sur « oh l’UNI c’est pas la vraie droate », ici on milite mais bon vous pouvez pas comprendre, il s’agirait de déposer des listes",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto tu vois, tu fuis, seuls ceux qui ont peur de perdre ne se risquent pas à débattre, tant pis pour toi, cela montre bien tes faibles arguments",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@ju.les_btn J’étais aux Républicains pendant 3 ans et je n’y suis plus, je n’en ai pas honte",None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto bon, l'important est que tu ais ouvert les yeux, mais il reste du chemin pour te revendiquer comme vrai ""patriote"" ou tout simplement française",Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto soit pas aigri , retourne aligner des petites affiches toute mignonnes sur des murs 🥰 one two three vive l’UNI🥰 « vraie droite des valeurs »",Hate Speech
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,@ju.les_btn haha énorme je ne savais pas que la Cocarde détenait un monopole de ce qu’était un Français,None
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"*aigrie, et franchement niveau collage, on aurait des cours à vous donner, non seulement c’est le peu que vous faites et en plus vous le faites mal",Bullying
https://www.instagram.com/p/Cjz-whbMcZU/,Reply,"@alya.yto recevoir un salaire par LR pour ""militer"" et faire des listes bidons pour continuer de toucher des subventions, c'est la vie que l'Uni a décidé de mener.",None
